dataset,method,protocol,budget,seed,fault_type,exact_fault_recall,binary_precision,binary_recall,binary_f1,binary_fpr,binary_specificity,binary_event_recall,binary_mean_detection_delay,binary_median_detection_delay,binary_false_alarm_events,binary_false_alarms_per_1000,binary_n_events
tep,PCA-Triage,method_retrained,0.5,456,9,0.15925155925155926,0.9936427209154481,0.6498960498960499,0.7858220211161387,0.10526315789473684,0.8947368421052632,1.0,3.2,2.0,3.0,1.2,5.0
tep,PCA-Triage,method_retrained,0.5,456,10,0.5796257796257797,0.9968268359020852,0.9143451143451143,0.9538061158100195,0.07368421052631578,0.9263157894736842,1.0,6.4,2.0,3.0,1.2,5.0
tep,PCA-Triage,method_retrained,0.5,456,11,0.7031185031185031,0.994579945799458,0.9155925155925156,0.9534531283827669,0.12631578947368421,0.8736842105263158,1.0,2.8,2.0,5.0,2.0,5.0
tep,PCA-Triage,method_retrained,0.5,456,12,0.7550935550935551,0.9966329966329966,0.9846153846153847,0.9905877431499687,0.08421052631578947,0.9157894736842105,1.0,5.4,6.0,1.0,0.4,5.0
tep,PCA-Triage,method_retrained,0.5,456,13,0.6993762993762994,0.9940196497223409,0.9675675675675676,0.9806152549515381,0.14736842105263157,0.8526315789473684,1.0,2.6,1.0,4.0,1.6,5.0
tep,PCA-Triage,method_retrained,0.5,456,14,0.9480249480249481,0.9937862468931234,0.9975051975051975,0.9956422494293422,0.15789473684210525,0.8421052631578947,1.0,0.8,1.0,5.0,2.0,5.0
tep,PCA-Triage,method_retrained,0.5,456,15,0.13721413721413722,0.9968434343434344,0.6565488565488565,0.7916771120581599,0.05263157894736842,0.9473684210526315,1.0,3.4,2.0,3.0,1.2,5.0
tep,PCA-Triage,method_retrained,0.5,456,16,0.4286902286902287,0.9956709956709957,0.8607068607068608,0.9232827832292596,0.09473684210526316,0.9052631578947369,1.0,3.8,1.0,4.0,1.6,5.0
tep,PCA-Triage,method_retrained,0.5,456,17,0.812058212058212,0.9952194697957409,0.9521829521829522,0.973225669358266,0.11578947368421053,0.8842105263157894,1.0,4.6,2.0,3.0,1.2,5.0
tep,PCA-Triage,method_retrained,0.5,456,18,0.8216216216216217,0.9951817783618047,0.9446985446985448,0.9692832764505119,0.11578947368421053,0.8842105263157894,1.0,1.0,1.0,6.0,2.4,5.0
tep,PCA-Triage,method_retrained,0.5,456,19,0.5858627858627858,0.9966934341048653,0.8773388773388774,0.9332153914197258,0.07368421052631578,0.9263157894736842,1.0,1.0,1.0,1.0,0.4,5.0
tep,PCA-Triage,method_retrained,0.5,456,20,0.637006237006237,0.9944341372912802,0.8914760914760915,0.9401447051085289,0.12631578947368421,0.8736842105263158,1.0,7.6,8.0,7.0,2.8,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,1,0.9821205821205822,0.9848236259228876,0.9983367983367983,0.9915341730332439,0.3894736842105263,0.6105263157894737,1.0,0.8,0.0,9.0,3.6,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,2,0.9692307692307692,0.9827302631578947,0.9937629937629938,0.9882158362621459,0.4421052631578947,0.5578947368421052,1.0,0.6,0.0,12.0,4.8,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,3,0.10727650727650728,0.9835992907801419,0.9226611226611227,0.9521561896588715,0.3894736842105263,0.6105263157894737,1.0,0.2,0.0,7.0,2.8,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,4,0.9758835758835759,0.984029484029484,0.9991683991683992,0.9915411594800908,0.4105263157894737,0.5894736842105263,1.0,0.4,0.0,6.0,2.4,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,5,0.8632016632016632,0.987603305785124,0.9937629937629938,0.9906735751295337,0.3157894736842105,0.6842105263157895,1.0,0.4,0.0,11.0,4.4,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,6,0.9970893970893971,0.983633387888707,0.9995841995841996,0.9915446483811096,0.42105263157894735,0.5789473684210527,1.0,0.2,0.0,4.0,1.6,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,7,0.9962577962577963,0.984036021285305,0.9995841995841996,0.9917491749174917,0.4105263157894737,0.5894736842105263,1.0,0.2,0.0,8.0,3.2,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,8,0.8245322245322245,0.9846980976013234,0.99002079002079,0.9873522703711383,0.3894736842105263,0.6105263157894737,1.0,0.4,0.0,9.0,3.6,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,9,0.1600831600831601,0.9829519964109467,0.911018711018711,0.945619335347432,0.4,0.6,1.0,0.6,0.0,11.0,4.4,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,10,0.6607068607068607,0.9808731808731809,0.9808731808731809,0.9808731808731809,0.4842105263157895,0.5157894736842106,1.0,0.2,0.0,8.0,3.2,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,11,0.7189189189189189,0.9809365934521342,0.9841995841995842,0.9825653798256538,0.4842105263157895,0.5157894736842106,1.0,0.4,0.0,8.0,3.2,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,12,0.7372141372141372,0.9827727645611156,0.9962577962577963,0.9894693371876936,0.4421052631578947,0.5578947368421052,1.0,0.2,0.0,13.0,5.2,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,13,0.7318087318087318,0.9839042509286009,0.9912681912681913,0.9875724937862469,0.4105263157894737,0.5894736842105263,1.0,0.6,0.0,6.0,2.4,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,14,0.7592515592515593,0.9828220858895705,0.9991683991683992,0.9909278350515464,0.4421052631578947,0.5578947368421052,1.0,0.2,0.0,10.0,4.0,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,15,0.21081081081081082,0.9800634345265066,0.8993762993762994,0.937987857762359,0.4631578947368421,0.5368421052631579,1.0,0.2,0.0,10.0,4.0,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,16,0.553014553014553,0.9823751573646664,0.9733887733887734,0.9778613199665831,0.4421052631578947,0.5578947368421052,1.0,0.8,0.0,10.0,4.0,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,17,0.7846153846153846,0.9833818030743664,0.9841995841995842,0.983790523690773,0.42105263157894735,0.5789473684210527,1.0,0.2,0.0,10.0,4.0,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,18,0.8328482328482328,0.9849937473947478,0.9825363825363825,0.9837635303913406,0.37894736842105264,0.6210526315789474,1.0,0.4,0.0,12.0,4.8,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,19,0.6681912681912682,0.9837837837837838,0.9837837837837838,0.9837837837837838,0.4105263157894737,0.5894736842105263,1.0,0.4,0.0,5.0,2.0,5.0
tep,PCA-Triage,fixed_full_data,0.5,456,20,0.6906444906444906,0.9845897542690546,0.982952182952183,0.9837702871410736,0.3894736842105263,0.6105263157894737,1.0,0.4,0.0,5.0,2.0,5.0
tep,Variance,method_retrained,0.5,456,1,0.9812889812889813,0.9970881863560732,0.9966735966735967,0.9968808484092326,0.07368421052631578,0.9263157894736842,1.0,1.4,2.0,2.0,0.8,5.0
tep,Variance,method_retrained,0.5,456,2,0.9700623700623701,0.9945217024863042,0.9812889812889813,0.9878610297195479,0.1368421052631579,0.8631578947368421,1.0,3.8,3.0,5.0,2.0,5.0
tep,Variance,method_retrained,0.5,456,3,0.14386694386694387,0.9941972920696325,0.6411642411642412,0.7795753286147624,0.09473684210526316,0.9052631578947369,1.0,3.4,1.0,2.0,0.8,5.0
tep,Variance,method_retrained,0.5,456,4,0.9613305613305614,0.9970918155380141,0.997920997920998,0.9975062344139651,0.07368421052631578,0.9263157894736842,1.0,1.0,1.0,3.0,1.2,5.0
tep,Variance,method_retrained,0.5,456,5,0.7501039501039501,0.9965065502183406,0.9488565488565489,0.97209797657082,0.08421052631578947,0.9157894736842105,1.0,1.0,1.0,2.0,0.8,5.0
tep,Variance,method_retrained,0.5,456,6,0.9970893970893971,0.9950228121111572,0.9975051975051975,0.9962624584717608,0.12631578947368421,0.8736842105263158,1.0,1.2,1.0,5.0,2.0,5.0
tep,Variance,method_retrained,0.5,456,7,0.9966735966735967,0.9970942299709423,0.9987525987525988,0.9979227253842958,0.07368421052631578,0.9263157894736842,1.0,0.6,1.0,2.0,0.8,5.0
tep,Variance,method_retrained,0.5,456,8,0.8162162162162162,0.9953211399404509,0.972972972972973,0.9840201850294366,0.11578947368421053,0.8842105263157894,1.0,4.0,2.0,7.0,2.8,5.0
tep,Variance,method_retrained,0.5,456,9,0.14012474012474013,0.9950217797137524,0.6648648648648648,0.7971086739780658,0.08421052631578947,0.9157894736842105,1.0,5.0,0.0,1.0,0.4,5.0
tep,Variance,method_retrained,0.5,456,10,0.5476091476091476,0.9946091644204852,0.9205821205821206,0.9561649751673504,0.12631578947368421,0.8736842105263158,1.0,1.4,0.0,4.0,1.6,5.0
tep,Variance,method_retrained,0.5,456,11,0.6972972972972973,0.9950936663693131,0.9276507276507276,0.9601893694856897,0.11578947368421053,0.8842105263157894,1.0,2.8,1.0,5.0,2.0,5.0
tep,Variance,method_retrained,0.5,456,12,0.7634095634095635,0.996640067198656,0.9866943866943867,0.9916422900125366,0.08421052631578947,0.9157894736842105,1.0,2.2,2.0,2.0,0.8,5.0
tep,Variance,method_retrained,0.5,456,13,0.7076923076923077,0.9940042826552462,0.9650727650727651,0.9793248945147679,0.14736842105263157,0.8526315789473684,1.0,1.2,2.0,5.0,2.0,5.0
tep,Variance,method_retrained,0.5,456,14,0.9471933471933472,0.9954356846473029,0.9975051975051975,0.9964693665628245,0.11578947368421053,0.8842105263157894,1.0,1.2,1.0,6.0,2.4,5.0
tep,Variance,method_retrained,0.5,456,15,0.14261954261954263,0.9962073324905183,0.6553014553014553,0.7905693503887635,0.06315789473684211,0.9368421052631579,1.0,8.6,2.0,1.0,0.4,5.0
tep,Variance,method_retrained,0.5,456,16,0.43451143451143454,0.9941860465116279,0.8532224532224533,0.9183262474826583,0.12631578947368421,0.8736842105263158,1.0,5.8,3.0,6.0,2.4,5.0
tep,Variance,method_retrained,0.5,456,17,0.8324324324324325,0.9960508995173322,0.9438669438669439,0.9692570452604612,0.09473684210526316,0.9052631578947369,1.0,4.0,2.0,3.0,1.2,5.0
tep,Variance,method_retrained,0.5,456,18,0.8166320166320167,0.9977856510186005,0.9367983367983368,0.966330688398027,0.05263157894736842,0.9473684210526315,1.0,2.8,2.0,2.0,0.8,5.0
tep,Variance,method_retrained,0.5,456,19,0.5817047817047817,0.9948210922787194,0.8785862785862786,0.9330978140869949,0.11578947368421053,0.8842105263157894,1.0,1.0,1.0,3.0,1.2,5.0
tep,Variance,method_retrained,0.5,456,20,0.6528066528066528,0.9944928866452502,0.901039501039501,0.9454624781849913,0.12631578947368421,0.8736842105263158,1.0,4.8,1.0,6.0,2.4,5.0
tep,Variance,fixed_full_data,0.5,456,1,0.9821205821205822,0.9848236259228876,0.9983367983367983,0.9915341730332439,0.3894736842105263,0.6105263157894737,1.0,0.8,0.0,9.0,3.6,5.0
tep,Variance,fixed_full_data,0.5,456,2,0.9692307692307692,0.9827302631578947,0.9937629937629938,0.9882158362621459,0.4421052631578947,0.5578947368421052,1.0,0.6,0.0,12.0,4.8,5.0
tep,Variance,fixed_full_data,0.5,456,3,0.09355509355509356,0.9835920177383592,0.9222453222453223,0.951931330472103,0.3894736842105263,0.6105263157894737,1.0,0.2,0.0,7.0,2.8,5.0
tep,Variance,fixed_full_data,0.5,456,4,0.9659043659043659,0.984029484029484,0.9991683991683992,0.9915411594800908,0.4105263157894737,0.5894736842105263,1.0,0.4,0.0,6.0,2.4,5.0
tep,Variance,fixed_full_data,0.5,456,5,0.856964656964657,0.9875981810665564,0.9933471933471933,0.9904643449419569,0.3157894736842105,0.6842105263157895,1.0,0.4,0.0,11.0,4.4,5.0
tep,Variance,fixed_full_data,0.5,456,6,0.9970893970893971,0.983633387888707,0.9995841995841996,0.9915446483811096,0.42105263157894735,0.5789473684210527,1.0,0.2,0.0,4.0,1.6,5.0
tep,Variance,fixed_full_data,0.5,456,7,0.9962577962577963,0.984036021285305,0.9995841995841996,0.9917491749174917,0.4105263157894737,0.5894736842105263,1.0,0.2,0.0,8.0,3.2,5.0
tep,Variance,fixed_full_data,0.5,456,8,0.8187110187110187,0.9847107438016529,0.9908523908523909,0.9877720207253886,0.3894736842105263,0.6105263157894737,1.0,0.4,0.0,9.0,3.6,5.0
tep,Variance,fixed_full_data,0.5,456,9,0.15051975051975053,0.982844243792325,0.9051975051975052,0.9424242424242424,0.4,0.6,1.0,0.6,0.0,11.0,4.4,5.0
tep,Variance,fixed_full_data,0.5,456,10,0.637006237006237,0.9809207797594359,0.9833679833679834,0.9821428571428571,0.4842105263157895,0.5157894736842106,1.0,0.2,0.0,8.0,3.2,5.0
tep,Variance,fixed_full_data,0.5,456,11,0.7085239085239086,0.9809917355371901,0.9871101871101872,0.9840414507772021,0.4842105263157895,0.5157894736842106,1.0,0.4,0.0,8.0,3.2,5.0
tep,Variance,fixed_full_data,0.5,456,12,0.7172557172557172,0.9827727645611156,0.9962577962577963,0.9894693371876936,0.4421052631578947,0.5578947368421052,1.0,0.2,0.0,13.0,5.2,5.0
tep,Variance,fixed_full_data,0.5,456,13,0.735966735966736,0.9838909541511772,0.9904365904365905,0.9871529216742644,0.4105263157894737,0.5894736842105263,1.0,0.6,0.0,6.0,2.4,5.0
tep,Variance,fixed_full_data,0.5,456,14,0.9247401247401248,0.9828220858895705,0.9991683991683992,0.9909278350515464,0.4421052631578947,0.5578947368421052,1.0,0.2,0.0,10.0,4.0,5.0
tep,Variance,fixed_full_data,0.5,456,15,0.23076923076923078,0.9802690582959641,0.908939708939709,0.9432578209277238,0.4631578947368421,0.5368421052631579,1.0,0.2,0.0,10.0,4.0,5.0
tep,Variance,fixed_full_data,0.5,456,16,0.5517671517671517,0.9824780976220275,0.9792099792099792,0.9808413161182841,0.4421052631578947,0.5578947368421052,1.0,0.8,0.0,10.0,4.0,5.0
tep,Variance,fixed_full_data,0.5,456,17,0.8182952182952183,0.9833818030743664,0.9841995841995842,0.983790523690773,0.42105263157894735,0.5789473684210527,1.0,0.2,0.0,10.0,4.0,5.0
tep,Variance,fixed_full_data,0.5,456,18,0.8365904365904366,0.985006247396918,0.9833679833679834,0.9841864336246359,0.37894736842105264,0.6210526315789474,1.0,0.4,0.0,12.0,4.8,5.0
tep,Variance,fixed_full_data,0.5,456,19,0.6773388773388773,0.9837972579975073,0.9846153846153847,0.9842061512884456,0.4105263157894737,0.5894736842105263,1.0,0.4,0.0,5.0,2.0,5.0
tep,Variance,fixed_full_data,0.5,456,20,0.6977130977130978,0.9845833333333334,0.9825363825363825,0.9835587929240375,0.3894736842105263,0.6105263157894737,1.0,0.4,0.0,5.0,2.0,5.0
tep,Threshold,method_retrained,0.5,456,1,0.9846153846153847,0.9970796829370046,0.9937629937629938,0.9954185755935027,0.07368421052631578,0.9263157894736842,1.0,2.2,3.0,2.0,0.8,5.0
tep,Threshold,method_retrained,0.5,456,2,0.9717255717255717,0.9953508030431107,0.9792099792099792,0.9872144204569273,0.11578947368421053,0.8842105263157894,1.0,4.0,3.0,4.0,1.6,5.0
tep,Threshold,method_retrained,0.5,456,3,0.08565488565488566,0.9962462462462462,0.5517671517671517,0.7101953438587102,0.05263157894736842,0.9473684210526315,1.0,8.8,4.0,2.0,0.8,5.0
tep,Threshold,method_retrained,0.5,456,4,0.9825363825363825,0.9970881863560732,0.9966735966735967,0.9968808484092326,0.07368421052631578,0.9263157894736842,1.0,1.4,1.0,4.0,1.6,5.0
tep,Threshold,method_retrained,0.5,456,5,0.6428274428274429,0.997305792546026,0.9234927234927235,0.9589810017271158,0.06315789473684211,0.9368421052631579,1.0,1.8,3.0,1.0,0.4,5.0
tep,Threshold,method_retrained,0.5,456,6,0.9970893970893971,0.9979201331114809,0.9975051975051975,0.9977126221667706,0.05263157894736842,0.9473684210526315,1.0,1.2,1.0,3.0,1.2,5.0
tep,Threshold,method_retrained,0.5,456,7,0.9962577962577963,0.9983361064891847,0.997920997920998,0.9981285090455396,0.042105263157894736,0.9578947368421052,1.0,1.0,1.0,1.0,0.4,5.0
tep,Threshold,method_retrained,0.5,456,8,0.7692307692307693,0.9982788296041308,0.9646569646569647,0.9811799534785367,0.042105263157894736,0.9578947368421052,1.0,10.0,11.0,3.0,1.2,5.0
tep,Threshold,method_retrained,0.5,456,9,0.11226611226611227,0.9971509971509972,0.5821205821205822,0.7351010763980047,0.042105263157894736,0.9578947368421052,1.0,6.6,3.0,1.0,0.4,5.0
tep,Threshold,method_retrained,0.5,456,10,0.4594594594594595,0.9977200182398541,0.9097713097713098,0.9517181383210092,0.05263157894736842,0.9473684210526315,1.0,7.4,2.0,3.0,1.2,5.0
tep,Threshold,method_retrained,0.5,456,11,0.6029106029106029,0.995260663507109,0.8731808731808732,0.9302325581395349,0.10526315789473684,0.8947368421052632,1.0,6.0,7.0,3.0,1.2,5.0
tep,Threshold,method_retrained,0.5,456,12,0.755925155925156,0.9970489038785835,0.9833679833679834,0.9901611890307724,0.07368421052631578,0.9263157894736842,1.0,4.4,6.0,2.0,0.8,5.0
tep,Threshold,method_retrained,0.5,456,13,0.654054054054054,0.9965382951103419,0.9575883575883576,0.9766751484308737,0.08421052631578947,0.9157894736842105,1.0,4.2,2.0,3.0,1.2,5.0
tep,Threshold,method_retrained,0.5,456,14,0.9567567567567568,0.9954280964256027,0.9958419958419958,0.9956350031178549,0.11578947368421053,0.8842105263157894,1.0,1.8,2.0,5.0,2.0,5.0
tep,Threshold,method_retrained,0.5,456,15,0.12058212058212059,0.9963898916967509,0.5738045738045738,0.7282321899736148,0.05263157894736842,0.9473684210526315,1.0,9.8,4.0,3.0,1.2,5.0
tep,Threshold,method_retrained,0.5,456,16,0.1862785862785863,0.9948863636363636,0.728066528066528,0.8408163265306122,0.09473684210526316,0.9052631578947369,1.0,7.4,1.0,5.0,2.0,5.0
tep,Threshold,method_retrained,0.5,456,17,0.6648648648648648,0.9955396966993756,0.9280665280665281,0.960619754680439,0.10526315789473684,0.8947368421052632,1.0,5.6,0.0,4.0,1.6,5.0
tep,Threshold,method_retrained,0.5,456,18,0.7862785862785863,0.9977406235878897,0.9180873180873181,0.9562581203984409,0.05263157894736842,0.9473684210526315,1.0,7.8,3.0,4.0,1.6,5.0
tep,Threshold,method_retrained,0.5,456,19,0.5022869022869023,0.9974253347064882,0.8054054054054054,0.8911893259719347,0.05263157894736842,0.9473684210526315,1.0,1.2,1.0,3.0,1.2,5.0
tep,Threshold,method_retrained,0.5,456,20,0.7646569646569646,0.9986486486486487,0.9218295218295218,0.9587027027027027,0.031578947368421054,0.968421052631579,1.0,7.2,5.0,2.0,0.8,5.0
tep,Threshold,fixed_full_data,0.5,456,1,0.9821205821205822,0.9848236259228876,0.9983367983367983,0.9915341730332439,0.3894736842105263,0.6105263157894737,1.0,0.8,0.0,9.0,3.6,5.0
tep,Threshold,fixed_full_data,0.5,456,2,0.9692307692307692,0.9827302631578947,0.9937629937629938,0.9882158362621459,0.4421052631578947,0.5578947368421052,1.0,0.6,0.0,12.0,4.8,5.0
tep,Threshold,fixed_full_data,0.5,456,3,0.06611226611226612,0.9839549002601908,0.9434511434511434,0.9632774357885799,0.3894736842105263,0.6105263157894737,1.0,0.2,0.0,7.0,2.8,5.0
tep,Threshold,fixed_full_data,0.5,456,4,0.9509355509355509,0.984029484029484,0.9991683991683992,0.9915411594800908,0.4105263157894737,0.5894736842105263,1.0,0.4,0.0,6.0,2.4,5.0
tep,Threshold,fixed_full_data,0.5,456,5,0.8112266112266112,0.9876390605686032,0.9966735966735967,0.992135761589404,0.3157894736842105,0.6842105263157895,1.0,0.4,0.0,11.0,4.4,5.0
tep,Threshold,fixed_full_data,0.5,456,6,0.9970893970893971,0.983633387888707,0.9995841995841996,0.9915446483811096,0.42105263157894735,0.5789473684210527,1.0,0.2,0.0,4.0,1.6,5.0
tep,Threshold,fixed_full_data,0.5,456,7,0.9962577962577963,0.984036021285305,0.9995841995841996,0.9917491749174917,0.4105263157894737,0.5894736842105263,1.0,0.2,0.0,8.0,3.2,5.0
tep,Threshold,fixed_full_data,0.5,456,8,0.7850311850311851,0.9846917666528755,0.9896049896049897,0.9871422646204894,0.3894736842105263,0.6105263157894737,1.0,0.4,0.0,9.0,3.6,5.0
tep,Threshold,fixed_full_data,0.5,456,9,0.09812889812889813,0.983634797588286,0.9496881496881497,0.9663634440448488,0.4,0.6,1.0,0.6,0.0,11.0,4.4,5.0
tep,Threshold,fixed_full_data,0.5,456,10,0.5854469854469855,0.981023102310231,0.9887733887733888,0.9848829985504245,0.4842105263157895,0.5157894736842106,1.0,0.2,0.0,8.0,3.2,5.0
tep,Threshold,fixed_full_data,0.5,456,11,0.6960498960498961,0.9811088295687885,0.9933471933471933,0.9871900826446282,0.4842105263157895,0.5157894736842106,1.0,0.4,0.0,8.0,3.2,5.0
tep,Threshold,fixed_full_data,0.5,456,12,0.6278586278586279,0.9827727645611156,0.9962577962577963,0.9894693371876936,0.4421052631578947,0.5578947368421052,1.0,0.2,0.0,13.0,5.2,5.0
tep,Threshold,fixed_full_data,0.5,456,13,0.7068607068607069,0.9838576158940397,0.9883575883575884,0.9861024683675585,0.4105263157894737,0.5894736842105263,1.0,0.6,0.0,6.0,2.4,5.0
tep,Threshold,fixed_full_data,0.5,456,14,0.8914760914760915,0.9828220858895705,0.9991683991683992,0.9909278350515464,0.4421052631578947,0.5578947368421052,1.0,0.2,0.0,10.0,4.0,5.0
tep,Threshold,fixed_full_data,0.5,456,15,0.14594594594594595,0.980819529206626,0.9355509355509356,0.9576505639497765,0.4631578947368421,0.5368421052631579,1.0,0.2,0.0,10.0,4.0,5.0
tep,Threshold,fixed_full_data,0.5,456,16,0.4540540540540541,0.9824341279799247,0.9767151767151767,0.9795663052543786,0.4421052631578947,0.5578947368421052,1.0,0.8,0.0,10.0,4.0,5.0
tep,Threshold,fixed_full_data,0.5,456,17,0.6577962577962578,0.9834162520729685,0.9862785862785863,0.9848453394228773,0.42105263157894735,0.5789473684210527,1.0,0.2,0.0,10.0,4.0,5.0
tep,Threshold,fixed_full_data,0.5,456,18,0.7879417879417879,0.9849812265331664,0.9817047817047817,0.9833402748854644,0.37894736842105264,0.6210526315789474,1.0,0.4,0.0,12.0,4.8,5.0
tep,Threshold,fixed_full_data,0.5,456,19,0.6353430353430354,0.9837702871410736,0.982952182952183,0.9833610648918469,0.4105263157894737,0.5894736842105263,1.0,0.4,0.0,5.0,2.0,5.0
tep,Threshold,fixed_full_data,0.5,456,20,0.7704781704781705,0.9846790890269151,0.9887733887733888,0.9867219917012449,0.3894736842105263,0.6105263157894737,1.0,0.4,0.0,5.0,2.0,5.0
tep,Uniform,method_retrained,0.5,456,1,0.9792099792099792,0.9946080464537537,0.9970893970893971,0.9958471760797342,0.1368421052631579,0.8631578947368421,1.0,1.0,1.0,6.0,2.4,5.0
tep,Uniform,method_retrained,0.5,456,2,0.9708939708939709,0.9941250524548888,0.985031185031185,0.9895572263993316,0.14736842105263157,0.8526315789473684,1.0,4.2,3.0,5.0,2.0,5.0
tep,Uniform,method_retrained,0.5,456,3,0.16964656964656966,0.9955696202531645,0.654054054054054,0.7894604767879548,0.07368421052631578,0.9263157894736842,1.0,4.8,4.0,5.0,2.0,5.0
tep,Uniform,method_retrained,0.5,456,4,0.9787941787941788,0.997504159733777,0.9970893970893971,0.9972967352880017,0.06315789473684211,0.9368421052631579,1.0,1.4,1.0,4.0,1.6,5.0
tep,Uniform,method_retrained,0.5,456,5,0.7958419958419959,0.995615957913196,0.9442827442827443,0.969270166453265,0.10526315789473684,0.8947368421052632,1.0,1.0,1.0,5.0,2.0,5.0
tep,Uniform,method_retrained,0.5,456,6,0.9966735966735967,0.9946102819237148,0.9975051975051975,0.9960556362881462,0.1368421052631579,0.8631578947368421,1.0,1.2,1.0,7.0,2.8,5.0
tep,Uniform,method_retrained,0.5,456,7,0.9966735966735967,0.9962640099626401,0.997920997920998,0.9970918155380141,0.09473684210526316,0.9052631578947369,1.0,1.0,1.0,6.0,2.4,5.0
tep,Uniform,method_retrained,0.5,456,8,0.8237006237006237,0.9970008568980291,0.9675675675675676,0.9820637265245833,0.07368421052631578,0.9263157894736842,1.0,4.6,4.0,3.0,1.2,5.0
tep,Uniform,method_retrained,0.5,456,9,0.15426195426195427,0.994430693069307,0.6681912681912682,0.7993036558070132,0.09473684210526316,0.9052631578947369,1.0,1.2,1.0,3.0,1.2,5.0
tep,Uniform,method_retrained,0.5,456,10,0.6623700623700624,0.9964285714285714,0.9280665280665281,0.9610333692142088,0.08421052631578947,0.9157894736842105,1.0,2.4,1.0,5.0,2.0,5.0
tep,Uniform,method_retrained,0.5,456,11,0.6923076923076923,0.9950561797752809,0.9205821205821206,0.9563714902807775,0.11578947368421053,0.8842105263157894,1.0,4.0,3.0,4.0,1.6,5.0
tep,Uniform,method_retrained,0.5,456,12,0.7775467775467776,0.9953781512605042,0.985031185031185,0.9901776384535005,0.11578947368421053,0.8842105263157894,1.0,1.6,1.0,3.0,1.2,5.0
tep,Uniform,method_retrained,0.5,456,13,0.7072765072765073,0.9965650493774152,0.9650727650727651,0.9805661174482467,0.08421052631578947,0.9157894736842105,1.0,4.8,1.0,5.0,2.0,5.0
tep,Uniform,method_retrained,0.5,456,14,0.9521829521829522,0.9962593516209476,0.9966735966735967,0.9964664310954063,0.09473684210526316,0.9052631578947369,1.0,1.4,1.0,6.0,2.4,5.0
tep,Uniform,method_retrained,0.5,456,15,0.1683991683991684,0.9943467336683417,0.6582120582120582,0.7920940705529147,0.09473684210526316,0.9052631578947369,1.0,1.8,0.0,4.0,1.6,5.0
tep,Uniform,method_retrained,0.5,456,16,0.5604989604989605,0.9958410351201479,0.896049896049896,0.9433136353687896,0.09473684210526316,0.9052631578947369,1.0,1.8,2.0,4.0,1.6,5.0
tep,Uniform,method_retrained,0.5,456,17,0.834927234927235,0.9947391494958352,0.9434511434511434,0.9684165599658557,0.12631578947368421,0.8736842105263158,1.0,4.2,0.0,5.0,2.0,5.0
tep,Uniform,method_retrained,0.5,456,18,0.82993762993763,0.9960681520314548,0.9480249480249481,0.9714529186195143,0.09473684210526316,0.9052631578947369,1.0,3.4,2.0,8.0,3.2,5.0
tep,Uniform,method_retrained,0.5,456,19,0.6498960498960499,0.9954771596562642,0.9151767151767152,0.9536395147313691,0.10526315789473684,0.8947368421052632,1.0,1.4,0.0,2.0,0.8,5.0
tep,Uniform,method_retrained,0.5,456,20,0.6390852390852391,0.9953980671882191,0.8993762993762994,0.944954128440367,0.10526315789473684,0.8947368421052632,1.0,3.8,4.0,1.0,0.4,5.0
tep,Uniform,fixed_full_data,0.5,456,1,0.9821205821205822,0.9848236259228876,0.9983367983367983,0.9915341730332439,0.3894736842105263,0.6105263157894737,1.0,0.8,0.0,9.0,3.6,5.0
tep,Uniform,fixed_full_data,0.5,456,2,0.9692307692307692,0.9827302631578947,0.9937629937629938,0.9882158362621459,0.4421052631578947,0.5578947368421052,1.0,0.6,0.0,12.0,4.8,5.0
tep,Uniform,fixed_full_data,0.5,456,3,0.12474012474012475,0.9831127339114559,0.8956340956340957,0.9373368146214099,0.3894736842105263,0.6105263157894737,1.0,0.2,0.0,7.0,2.8,5.0
tep,Uniform,fixed_full_data,0.5,456,4,0.9746361746361747,0.984029484029484,0.9991683991683992,0.9915411594800908,0.4105263157894737,0.5894736842105263,1.0,0.4,0.0,6.0,2.4,5.0
tep,Uniform,fixed_full_data,0.5,456,5,0.8577962577962578,0.9875776397515528,0.9916839916839917,0.9896265560165975,0.3157894736842105,0.6842105263157895,1.0,0.4,0.0,11.0,4.4,5.0
