dataset,method,protocol,budget,seed,fault_type,exact_fault_recall,binary_precision,binary_recall,binary_f1,binary_fpr,binary_specificity,binary_event_recall,binary_mean_detection_delay,binary_median_detection_delay,binary_false_alarm_events,binary_false_alarms_per_1000,binary_n_events
tep,Uniform,method_retrained,0.5,42,13,0.7114345114345114,0.9940425531914894,0.9713097713097714,0.9825446898002103,0.14736842105263157,0.8526315789473684,1.0,5.4,3.0,9.0,3.6,5.0
tep,Uniform,method_retrained,0.5,42,14,0.9546777546777547,0.9962593516209476,0.9966735966735967,0.9964664310954063,0.09473684210526316,0.9052631578947369,1.0,1.6,2.0,5.0,2.0,5.0
tep,Uniform,method_retrained,0.5,42,15,0.16715176715176716,0.9901477832512315,0.6686070686070686,0.7982129560685034,0.16842105263157894,0.8315789473684211,1.0,3.4,1.0,4.0,1.6,5.0
tep,Uniform,method_retrained,0.5,42,16,0.5467775467775468,0.9944444444444445,0.8931392931392932,0.9410733844468784,0.12631578947368421,0.8736842105263158,1.0,4.4,3.0,4.0,1.6,5.0
tep,Uniform,method_retrained,0.5,42,17,0.8274428274428275,0.9943305713039686,0.9480249480249481,0.9706257982120051,0.1368421052631579,0.8631578947368421,1.0,1.8,2.0,5.0,2.0,5.0
tep,Uniform,method_retrained,0.5,42,18,0.8266112266112267,0.9960698689956332,0.9484407484407484,0.9716719914802981,0.09473684210526316,0.9052631578947369,1.0,1.2,0.0,6.0,2.4,5.0
tep,Uniform,method_retrained,0.5,42,19,0.6232848232848233,0.9954233409610984,0.9043659043659044,0.9477124183006536,0.10526315789473684,0.8947368421052632,1.0,1.2,1.0,5.0,2.0,5.0
tep,Uniform,method_retrained,0.5,42,20,0.659043659043659,0.9935809261806511,0.901039501039501,0.9450501526384649,0.14736842105263157,0.8526315789473684,1.0,1.0,0.0,5.0,2.0,5.0
tep,Uniform,fixed_full_data,0.5,42,1,0.9796257796257797,0.9856144677353063,0.9970893970893971,0.9913187267465895,0.3684210526315789,0.631578947368421,1.0,0.2,0.0,4.0,1.6,5.0
tep,Uniform,fixed_full_data,0.5,42,2,0.9700623700623701,0.9835931091058244,0.9970893970893971,0.9902952715259137,0.42105263157894735,0.5789473684210527,1.0,0.6,0.0,8.0,3.2,5.0
tep,Uniform,fixed_full_data,0.5,42,3,0.12141372141372142,0.9815481548154815,0.9068607068607069,0.942727469202507,0.43157894736842106,0.5684210526315789,1.0,0.0,0.0,14.0,5.6,5.0
tep,Uniform,fixed_full_data,0.5,42,4,0.9704781704781705,0.9864532019704434,0.9991683991683992,0.992770088824623,0.3473684210526316,0.6526315789473685,1.0,0.4,0.0,18.0,7.2,5.0
tep,Uniform,fixed_full_data,0.5,42,5,0.8503118503118503,0.9830648492358529,0.9896049896049897,0.9863240779113137,0.43157894736842106,0.5684210526315789,1.0,0.0,0.0,5.0,2.0,5.0
tep,Uniform,fixed_full_data,0.5,42,6,0.9975051975051975,0.9824346405228758,1.0,0.9911395013393777,0.45263157894736844,0.5473684210526316,1.0,0.0,0.0,10.0,4.0,5.0
tep,Uniform,fixed_full_data,0.5,42,7,0.995010395010395,0.984036021285305,0.9995841995841996,0.9917491749174917,0.4105263157894737,0.5894736842105263,1.0,0.2,0.0,12.0,4.8,5.0
tep,Uniform,fixed_full_data,0.5,42,8,0.8108108108108109,0.9834915394139496,0.9908523908523909,0.9871582435791217,0.42105263157894735,0.5789473684210527,1.0,0.2,0.0,9.0,3.6,5.0
tep,Uniform,fixed_full_data,0.5,42,9,0.2153846153846154,0.9822646657571623,0.8981288981288982,0.9383145091225021,0.4105263157894737,0.5894736842105263,1.0,0.2,0.0,8.0,3.2,5.0
tep,Uniform,fixed_full_data,0.5,42,10,0.6715176715176715,0.9870401337792643,0.9817047817047817,0.9843652282676673,0.3263157894736842,0.6736842105263158,1.0,0.0,0.0,10.0,4.0,5.0
tep,Uniform,fixed_full_data,0.5,42,11,0.7185031185031185,0.9816743023740109,0.98004158004158,0.9808572617561382,0.4631578947368421,0.5368421052631579,1.0,0.4,0.0,5.0,2.0,5.0
tep,Uniform,fixed_full_data,0.5,42,12,0.7567567567567568,0.9852277390233894,0.9983367983367983,0.9917389508467576,0.37894736842105264,0.6210526315789474,1.0,0.2,0.0,7.0,2.8,5.0
tep,Uniform,fixed_full_data,0.5,42,13,0.7130977130977131,0.9826446280991735,0.9887733887733888,0.985699481865285,0.4421052631578947,0.5578947368421052,1.0,0.2,0.0,10.0,4.0,5.0
tep,Uniform,fixed_full_data,0.5,42,14,0.7064449064449064,0.982420278004906,0.9991683991683992,0.9907235621521335,0.45263157894736844,0.5473684210526316,1.0,0.0,0.0,8.0,3.2,5.0
tep,Uniform,fixed_full_data,0.5,42,15,0.2648648648648649,0.9779775280898877,0.9047817047817048,0.9399568034557235,0.5157894736842106,0.4842105263157895,1.0,0.4,0.0,14.0,5.6,5.0
tep,Uniform,fixed_full_data,0.5,42,16,0.5896049896049896,0.9882451721242653,0.9787941787941788,0.9834969709630249,0.29473684210526313,0.7052631578947368,1.0,0.0,0.0,8.0,3.2,5.0
tep,Uniform,fixed_full_data,0.5,42,17,0.8266112266112267,0.9804979253112033,0.9825363825363825,0.9815160955347871,0.49473684210526314,0.5052631578947369,1.0,0.0,0.0,8.0,3.2,5.0
tep,Uniform,fixed_full_data,0.5,42,18,0.8382536382536383,0.9849498327759197,0.9796257796257797,0.9822805920366896,0.37894736842105264,0.6210526315789474,1.0,0.8,0.0,14.0,5.6,5.0
tep,Uniform,fixed_full_data,0.5,42,19,0.6760914760914761,0.9837567680133278,0.9821205821205822,0.9829379941739492,0.4105263157894737,0.5894736842105263,1.0,0.0,0.0,12.0,4.8,5.0
tep,Uniform,fixed_full_data,0.5,42,20,0.6906444906444906,0.9792272538429581,0.98004158004158,0.9796342477140482,0.5263157894736842,0.47368421052631576,1.0,0.2,0.0,7.0,2.8,5.0
tep,Full Data,method_retrained,1.0,42,1,0.9866943866943867,0.9856380796060731,0.9987525987525988,0.9921520033044197,0.3684210526315789,0.631578947368421,1.0,0.6,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,2,0.9746361746361747,0.98559670781893,0.9958419958419958,0.9906928645294726,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,3,0.15592515592515593,0.9840401276789785,0.8972972972972973,0.9386689865158765,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,4,0.9762993762993764,0.985649856498565,0.9995841995841996,0.9925681255161024,0.3684210526315789,0.631578947368421,1.0,0.2,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,5,0.9147609147609148,0.9855907780979827,0.9954261954261955,0.9904840711625983,0.3684210526315789,0.631578947368421,1.0,0.2,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,6,0.997920997920998,0.985649856498565,0.9995841995841996,0.9925681255161024,0.3684210526315789,0.631578947368421,1.0,0.2,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,7,0.997920997920998,0.985649856498565,0.9995841995841996,0.9925681255161024,0.3684210526315789,0.631578947368421,1.0,0.2,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,8,0.814968814968815,0.9855132450331126,0.99002079002079,0.9877618751296412,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,9,0.23783783783783785,0.9840328467153284,0.8968814968814969,0.9384381118120514,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,10,0.7147609147609147,0.9853801169590644,0.9808731808731809,0.9831214836424255,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,11,0.7276507276507277,0.9853923205342237,0.9817047817047817,0.9835450947719225,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,12,0.7958419958419959,0.985608552631579,0.9966735966735967,0.9911101922679346,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,13,0.7172557172557172,0.9855431639818257,0.9920997920997922,0.9888106092001657,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,14,0.9592515592515592,0.9856439704675964,0.9991683991683992,0.992360107371464,0.3684210526315789,0.631578947368421,1.0,0.2,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,15,0.3330561330561331,0.9837737598516458,0.8823284823284824,0.9302937308198159,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,16,0.6324324324324324,0.9852817493692179,0.9742203742203742,0.9797198411039096,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,17,0.8644490644490644,0.9853862212943633,0.9812889812889813,0.9833333333333333,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,18,0.8411642411642412,0.9854166666666667,0.9833679833679834,0.9843912591050988,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,19,0.8,0.9854711498547115,0.9871101871101872,0.9862899875363523,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,method_retrained,1.0,42,20,0.6981288981288981,0.9851757729775519,0.9671517671517672,0.9760805707091901,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,1,0.9866943866943867,0.9856380796060731,0.9987525987525988,0.9921520033044197,0.3684210526315789,0.631578947368421,1.0,0.6,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,2,0.9746361746361747,0.98559670781893,0.9958419958419958,0.9906928645294726,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,3,0.15592515592515593,0.9840401276789785,0.8972972972972973,0.9386689865158765,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,4,0.9762993762993764,0.985649856498565,0.9995841995841996,0.9925681255161024,0.3684210526315789,0.631578947368421,1.0,0.2,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,5,0.9147609147609148,0.9855907780979827,0.9954261954261955,0.9904840711625983,0.3684210526315789,0.631578947368421,1.0,0.2,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,6,0.997920997920998,0.985649856498565,0.9995841995841996,0.9925681255161024,0.3684210526315789,0.631578947368421,1.0,0.2,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,7,0.997920997920998,0.985649856498565,0.9995841995841996,0.9925681255161024,0.3684210526315789,0.631578947368421,1.0,0.2,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,8,0.814968814968815,0.9855132450331126,0.99002079002079,0.9877618751296412,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,9,0.23783783783783785,0.9840328467153284,0.8968814968814969,0.9384381118120514,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,10,0.7147609147609147,0.9853801169590644,0.9808731808731809,0.9831214836424255,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,11,0.7276507276507277,0.9853923205342237,0.9817047817047817,0.9835450947719225,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,12,0.7958419958419959,0.985608552631579,0.9966735966735967,0.9911101922679346,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,13,0.7172557172557172,0.9855431639818257,0.9920997920997922,0.9888106092001657,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,14,0.9592515592515592,0.9856439704675964,0.9991683991683992,0.992360107371464,0.3684210526315789,0.631578947368421,1.0,0.2,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,15,0.3330561330561331,0.9837737598516458,0.8823284823284824,0.9302937308198159,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,16,0.6324324324324324,0.9852817493692179,0.9742203742203742,0.9797198411039096,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,17,0.8644490644490644,0.9853862212943633,0.9812889812889813,0.9833333333333333,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,18,0.8411642411642412,0.9854166666666667,0.9833679833679834,0.9843912591050988,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,19,0.8,0.9854711498547115,0.9871101871101872,0.9862899875363523,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,Full Data,fixed_full_data,1.0,42,20,0.6981288981288981,0.9851757729775519,0.9671517671517672,0.9760805707091901,0.3684210526315789,0.631578947368421,1.0,0.4,0.0,12.0,4.8,5.0
tep,PCA-Triage,method_retrained,0.5,123,1,0.9787941787941788,0.9966666666666667,0.9945945945945946,0.9956295525494276,0.08421052631578947,0.9157894736842105,1.0,1.2,1.0,7.0,2.8,5.0
tep,PCA-Triage,method_retrained,0.5,123,2,0.9696465696465697,0.9966315789473684,0.9841995841995842,0.9903765690376569,0.08421052631578947,0.9157894736842105,1.0,2.4,0.0,3.0,1.2,5.0
tep,PCA-Triage,method_retrained,0.5,123,3,0.16340956340956342,0.9949431099873578,0.6544698544698545,0.7895660897918234,0.08421052631578947,0.9157894736842105,1.0,2.2,1.0,6.0,2.4,5.0
tep,PCA-Triage,method_retrained,0.5,123,4,0.9671517671517672,0.9954356846473029,0.9975051975051975,0.9964693665628245,0.11578947368421053,0.8842105263157894,1.0,1.2,1.0,7.0,2.8,5.0
tep,PCA-Triage,method_retrained,0.5,123,5,0.6885654885654886,0.9960595446584939,0.9459459459459459,0.9703561526978034,0.09473684210526316,0.9052631578947369,1.0,0.4,0.0,5.0,2.0,5.0
tep,PCA-Triage,method_retrained,0.5,123,6,0.9966735966735967,0.995848899958489,0.9975051975051975,0.9966763606148733,0.10526315789473684,0.8947368421052632,1.0,1.2,1.0,6.0,2.4,5.0
tep,PCA-Triage,method_retrained,0.5,123,7,0.9937629937629938,0.9962671090833679,0.9987525987525988,0.9975083056478405,0.09473684210526316,0.9052631578947369,1.0,0.6,1.0,6.0,2.4,5.0
tep,PCA-Triage,method_retrained,0.5,123,8,0.8004158004158004,0.9949130987706656,0.9758835758835759,0.9853064651553316,0.12631578947368421,0.8736842105263158,1.0,1.2,0.0,2.0,0.8,5.0
tep,PCA-Triage,method_retrained,0.5,123,9,0.15051975051975053,0.9942381562099872,0.6457380457380457,0.7829594151751954,0.09473684210526316,0.9052631578947369,1.0,0.6,1.0,6.0,2.4,5.0
tep,PCA-Triage,method_retrained,0.5,123,10,0.5634095634095634,0.9963503649635036,0.9081081081081082,0.9501849031977376,0.08421052631578947,0.9157894736842105,1.0,2.2,2.0,6.0,2.4,5.0
tep,PCA-Triage,method_retrained,0.5,123,11,0.7122661122661123,0.9968833481745325,0.930977130977131,0.9628036981294346,0.07368421052631578,0.9263157894736842,1.0,3.4,1.0,4.0,1.6,5.0
tep,PCA-Triage,method_retrained,0.5,123,12,0.7683991683991684,0.9953820319059614,0.9858627858627859,0.9905995404219762,0.11578947368421053,0.8842105263157894,1.0,1.4,1.0,5.0,2.0,5.0
tep,PCA-Triage,method_retrained,0.5,123,13,0.7081081081081081,0.9969957081545064,0.9659043659043659,0.9812038014783527,0.07368421052631578,0.9263157894736842,1.0,2.8,2.0,1.0,0.4,5.0
tep,PCA-Triage,method_retrained,0.5,123,14,0.9621621621621622,0.997920997920998,0.997920997920998,0.997920997920998,0.05263157894736842,0.9473684210526315,1.0,0.8,0.0,4.0,1.6,5.0
tep,PCA-Triage,method_retrained,0.5,123,15,0.1288981288981289,0.9953795379537954,0.6270270270270271,0.7693877551020408,0.07368421052631578,0.9263157894736842,1.0,1.8,0.0,3.0,1.2,5.0
tep,PCA-Triage,method_retrained,0.5,123,16,0.4856548856548857,0.9962013295346629,0.8723492723492724,0.9301706938594546,0.08421052631578947,0.9157894736842105,1.0,5.0,2.0,6.0,2.4,5.0
tep,PCA-Triage,method_retrained,0.5,123,17,0.7916839916839917,0.9964881474978051,0.9438669438669439,0.969464018791373,0.08421052631578947,0.9157894736842105,1.0,1.6,1.0,5.0,2.0,5.0
tep,PCA-Triage,method_retrained,0.5,123,18,0.827027027027027,0.9956043956043956,0.9417879417879418,0.967948717948718,0.10526315789473684,0.8947368421052632,1.0,1.0,1.0,4.0,1.6,5.0
tep,PCA-Triage,method_retrained,0.5,123,19,0.5288981288981289,0.9961832061068703,0.8681912681912682,0.9277938235947567,0.08421052631578947,0.9157894736842105,1.0,1.6,1.0,4.0,1.6,5.0
tep,PCA-Triage,method_retrained,0.5,123,20,0.6598752598752599,0.9963031423290203,0.8964656964656965,0.9437513679142044,0.08421052631578947,0.9157894736842105,1.0,4.0,3.0,4.0,1.6,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,1,0.9808731808731809,0.9824346405228758,1.0,0.9911395013393777,0.45263157894736844,0.5473684210526316,1.0,0.0,0.0,9.0,3.6,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,2,0.9696465696465697,0.9823770491803279,0.9966735966735967,0.9894736842105263,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,9.0,3.6,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,3,0.10270270270270271,0.9797141539880129,0.8835758835758836,0.9291648447748142,0.4631578947368421,0.5368421052631579,1.0,0.6,0.0,9.0,3.6,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,4,0.9758835758835759,0.9820334830543079,1.0,0.9909353110836424,0.4631578947368421,0.5368421052631579,1.0,0.0,0.0,6.0,2.4,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,5,0.82993762993763,0.985962014863749,0.992931392931393,0.9894344313238036,0.35789473684210527,0.6421052631578947,1.0,0.0,0.0,11.0,4.4,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,6,0.995010395010395,0.9824130879345603,0.9987525987525988,0.9905154639175258,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,12.0,4.8,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,7,0.9945945945945946,0.9840425531914894,1.0,0.9919571045576407,0.4105263157894737,0.5894736842105263,1.0,0.0,0.0,11.0,4.4,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,8,0.8241164241164242,0.9819153308672421,0.9933471933471933,0.9875981810665564,0.4631578947368421,0.5368421052631579,1.0,0.0,0.0,10.0,4.0,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,9,0.18586278586278587,0.9818758495695514,0.901039501039501,0.9397224631396357,0.42105263157894735,0.5789473684210527,1.0,0.2,0.0,10.0,4.0,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,10,0.6561330561330562,0.981404958677686,0.9875259875259875,0.9844559585492227,0.47368421052631576,0.5263157894736842,1.0,0.2,0.0,12.0,4.8,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,11,0.7334719334719335,0.9862040133779264,0.9808731808731809,0.9835313737752762,0.3473684210526316,0.6526315789473685,1.0,0.2,0.0,8.0,3.2,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,12,0.7463617463617463,0.9831691297208539,0.9958419958419958,0.9894649865730221,0.43157894736842106,0.5684210526315789,1.0,0.0,0.0,10.0,4.0,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,13,0.7251559251559252,0.9842127129206482,0.985031185031185,0.984621778886118,0.4,0.6,1.0,0.4,0.0,10.0,4.0,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,14,0.7700623700623701,0.9848360655737705,0.9991683991683992,0.9919504643962849,0.3894736842105263,0.6105263157894737,1.0,0.2,0.0,9.0,3.6,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,15,0.23783783783783785,0.9804278561675012,0.8956340956340957,0.9361147327249022,0.45263157894736844,0.5473684210526316,1.0,0.0,0.0,9.0,3.6,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,16,0.5721413721413722,0.9815976578837307,0.9758835758835759,0.9787322768974145,0.4631578947368421,0.5368421052631579,1.0,0.2,0.0,13.0,5.2,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,17,0.7933471933471934,0.9849874895746455,0.9821205821205822,0.9835519466999791,0.37894736842105264,0.6210526315789474,1.0,0.0,0.0,8.0,3.2,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,18,0.837006237006237,0.985031185031185,0.985031185031185,0.985031185031185,0.37894736842105264,0.6210526315789474,1.0,0.2,0.0,7.0,2.8,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,19,0.6557172557172557,0.982068390325271,0.9792099792099792,0.9806371018113679,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,7.0,2.8,5.0
tep,PCA-Triage,fixed_full_data,0.5,123,20,0.7072765072765073,0.9857621440536013,0.9787941787941788,0.9822658042979345,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,8.0,3.2,5.0
tep,Variance,method_retrained,0.5,123,1,0.982952182952183,0.9975,0.9954261954261955,0.9964620187304891,0.06315789473684211,0.9368421052631579,1.0,1.8,1.0,6.0,2.4,5.0
tep,Variance,method_retrained,0.5,123,2,0.9692307692307692,0.9970513900589723,0.9841995841995842,0.9905838041431262,0.07368421052631578,0.9263157894736842,1.0,1.0,1.0,6.0,2.4,5.0
tep,Variance,method_retrained,0.5,123,3,0.162993762993763,0.9961807765754297,0.6507276507276507,0.7872233400402414,0.06315789473684211,0.9368421052631579,1.0,2.6,2.0,6.0,2.4,5.0
tep,Variance,method_retrained,0.5,123,4,0.9592515592515592,0.997507270461155,0.9983367983367983,0.9979218620116376,0.06315789473684211,0.9368421052631579,1.0,0.6,1.0,4.0,1.6,5.0
tep,Variance,method_retrained,0.5,123,5,0.7288981288981289,0.9960387323943662,0.940956340956341,0.9677143468035065,0.09473684210526316,0.9052631578947369,1.0,0.8,0.0,5.0,2.0,5.0
tep,Variance,method_retrained,0.5,123,6,0.9970893970893971,0.9979218620116376,0.9983367983367983,0.9981292870505093,0.05263157894736842,0.9473684210526315,1.0,0.6,0.0,4.0,1.6,5.0
tep,Variance,method_retrained,0.5,123,7,0.995010395010395,0.9962671090833679,0.9987525987525988,0.9975083056478405,0.09473684210526316,0.9052631578947369,1.0,0.6,1.0,7.0,2.8,5.0
tep,Variance,method_retrained,0.5,123,8,0.7962577962577962,0.9936143039591315,0.9704781704781705,0.9819099705511148,0.15789473684210525,0.8421052631578947,1.0,2.0,2.0,6.0,2.4,5.0
tep,Variance,method_retrained,0.5,123,9,0.13762993762993764,0.9973386560212908,0.6232848232848233,0.7671443193449334,0.042105263157894736,0.9578947368421052,1.0,3.6,1.0,4.0,1.6,5.0
tep,Variance,method_retrained,0.5,123,10,0.5634095634095634,0.9944725932749885,0.8977130977130977,0.9436188811188811,0.12631578947368421,0.8736842105263158,1.0,0.6,1.0,8.0,3.2,5.0
tep,Variance,method_retrained,0.5,123,11,0.7313929313929314,0.9946737683089214,0.9318087318087318,0.9622155431515672,0.12631578947368421,0.8736842105263158,1.0,0.8,0.0,7.0,2.8,5.0
tep,Variance,method_retrained,0.5,123,12,0.7338877338877339,0.996220075598488,0.9862785862785863,0.9912244045131634,0.09473684210526316,0.9052631578947369,1.0,2.4,2.0,4.0,1.6,5.0
tep,Variance,method_retrained,0.5,123,13,0.7097713097713098,0.9969957081545064,0.9659043659043659,0.9812038014783527,0.07368421052631578,0.9263157894736842,1.0,1.4,2.0,3.0,1.2,5.0
tep,Variance,method_retrained,0.5,123,14,0.9546777546777547,0.9970881863560732,0.9966735966735967,0.9968808484092326,0.07368421052631578,0.9263157894736842,1.0,1.4,1.0,6.0,2.4,5.0
tep,Variance,method_retrained,0.5,123,15,0.13887733887733889,0.9936948297604036,0.6553014553014553,0.7897769982460536,0.10526315789473684,0.8947368421052632,1.0,0.6,0.0,5.0,2.0,5.0
tep,Variance,method_retrained,0.5,123,16,0.4864864864864865,0.9961740793878527,0.8661122661122661,0.9266014234875445,0.08421052631578947,0.9157894736842105,1.0,1.2,1.0,5.0,2.0,5.0
tep,Variance,method_retrained,0.5,123,17,0.8241164241164242,0.9986882378662003,0.9496881496881497,0.9735720375106565,0.031578947368421054,0.968421052631579,1.0,2.8,1.0,3.0,1.2,5.0
tep,Variance,method_retrained,0.5,123,18,0.832016632016632,0.9921087242437527,0.940956340956341,0.9658557405036279,0.18947368421052632,0.8105263157894737,1.0,1.4,2.0,9.0,3.6,5.0
tep,Variance,method_retrained,0.5,123,19,0.5284823284823285,0.9962546816479401,0.8848232848232849,0.9372384937238494,0.08421052631578947,0.9157894736842105,1.0,1.4,1.0,5.0,2.0,5.0
tep,Variance,method_retrained,0.5,123,20,0.6665280665280665,0.996301433194637,0.896049896049896,0.9435201401050788,0.08421052631578947,0.9157894736842105,1.0,1.4,0.0,3.0,1.2,5.0
tep,Variance,fixed_full_data,0.5,123,1,0.9808731808731809,0.9824346405228758,1.0,0.9911395013393777,0.45263157894736844,0.5473684210526316,1.0,0.0,0.0,9.0,3.6,5.0
tep,Variance,fixed_full_data,0.5,123,2,0.9696465696465697,0.9823770491803279,0.9966735966735967,0.9894736842105263,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,9.0,3.6,5.0
tep,Variance,fixed_full_data,0.5,123,3,0.10020790020790021,0.9803220035778175,0.9114345114345115,0.9446240034475328,0.4631578947368421,0.5368421052631579,1.0,0.6,0.0,9.0,3.6,5.0
tep,Variance,fixed_full_data,0.5,123,4,0.9650727650727651,0.9820334830543079,1.0,0.9909353110836424,0.4631578947368421,0.5368421052631579,1.0,0.0,0.0,6.0,2.4,5.0
tep,Variance,fixed_full_data,0.5,123,5,0.837006237006237,0.985996705107084,0.9954261954261955,0.9906890130353817,0.35789473684210527,0.6421052631578947,1.0,0.0,0.0,11.0,4.4,5.0
tep,Variance,fixed_full_data,0.5,123,6,0.995010395010395,0.9824130879345603,0.9987525987525988,0.9905154639175258,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,12.0,4.8,5.0
tep,Variance,fixed_full_data,0.5,123,7,0.9945945945945946,0.9840425531914894,1.0,0.9919571045576407,0.4105263157894737,0.5894736842105263,1.0,0.0,0.0,11.0,4.4,5.0
tep,Variance,fixed_full_data,0.5,123,8,0.8216216216216217,0.9819078947368421,0.992931392931393,0.9873888774033491,0.4631578947368421,0.5368421052631579,1.0,0.0,0.0,10.0,4.0,5.0
tep,Variance,fixed_full_data,0.5,123,9,0.17006237006237007,0.9821984868713841,0.9176715176715177,0.9488392089423904,0.42105263157894735,0.5789473684210527,1.0,0.2,0.0,10.0,4.0,5.0
tep,Variance,fixed_full_data,0.5,123,10,0.6428274428274429,0.981404958677686,0.9875259875259875,0.9844559585492227,0.47368421052631576,0.5263157894736842,1.0,0.2,0.0,12.0,4.8,5.0
