config,f1_mean,f1_std
Single k=5,0.968226721016154,0.0025583642712849607
Single k=10,0.9669863829585635,0.0007191962304728044
"Ensemble [3,5,10]",0.9675390046379935,0.002121973898391223
"Ensemble [5,10,15]",0.9672053448471291,0.0017021907212593347
"Ensemble [3,5,10,15]",0.9681758614084993,0.001776435539540244
Hybrid α=0.8 (v2 default),0.9702086387400124,0.001362279482332059
