dataset,method,budget,seed,f1,time
synth_regime,PCA-Triage,0.1,42,0.6243550085778062,0.06074118614196777
synth_regime,PCA-Triage,0.1,123,0.6395061728395062,0.07056283950805664
synth_regime,PCA-Triage,0.1,456,0.6239749515638167,0.07072091102600098
synth_regime,PCA-Triage,0.2,42,0.7284776962615931,0.058936119079589844
synth_regime,PCA-Triage,0.2,123,0.7275754679164996,0.06664800643920898
synth_regime,PCA-Triage,0.2,456,0.6980588387542058,0.05916595458984375
synth_regime,PCA-Triage,0.3,42,0.7898254954155576,0.06372499465942383
synth_regime,PCA-Triage,0.3,123,0.8056191364713653,0.06071782112121582
synth_regime,PCA-Triage,0.3,456,0.7868066202775484,0.06879997253417969
synth_regime,PCA-Triage,0.5,42,0.9423839046945776,0.08782601356506348
synth_regime,PCA-Triage,0.5,123,0.9358767432667054,0.06870198249816895
synth_regime,PCA-Triage,0.5,456,0.936719005651723,0.06068730354309082
synth_regime,PCA-Triage,0.7,42,0.9988888888888889,0.06304168701171875
synth_regime,PCA-Triage,0.7,123,0.9988884239946586,0.06297922134399414
synth_regime,PCA-Triage,0.7,456,0.9988893499250855,0.06756877899169922
synth_regime,PCA-Triage,0.9,42,1.0,0.06102609634399414
synth_regime,PCA-Triage,0.9,123,1.0,0.061129093170166016
synth_regime,PCA-Triage,0.9,456,1.0,0.07126712799072266
synth_regime,Uniform,0.1,42,0.6058050662942774,0.002131938934326172
synth_regime,Uniform,0.1,123,0.6046588493523104,0.001979827880859375
synth_regime,Uniform,0.1,456,0.6010864347254858,0.002007007598876953
synth_regime,Uniform,0.2,42,0.6799383600734323,0.0022132396697998047
synth_regime,Uniform,0.2,123,0.6647999493110692,0.002519845962524414
synth_regime,Uniform,0.2,456,0.6809279522111933,0.002354145050048828
synth_regime,Uniform,0.3,42,0.7559671813980152,0.0030400753021240234
synth_regime,Uniform,0.3,123,0.7525366345675278,0.002454996109008789
synth_regime,Uniform,0.3,456,0.7513621794871795,0.002853870391845703
synth_regime,Uniform,0.5,42,0.8656994382866239,0.0028040409088134766
synth_regime,Uniform,0.5,123,0.881214298186535,0.004051923751831055
synth_regime,Uniform,0.5,456,0.8626244895790292,0.004194021224975586
synth_regime,Uniform,0.7,42,0.9603753417141991,0.0032472610473632812
synth_regime,Uniform,0.7,123,0.96546727641255,0.0033769607543945312
synth_regime,Uniform,0.7,456,0.9626905093547854,0.003370046615600586
synth_regime,Uniform,0.9,42,0.9977768479893169,0.002331972122192383
synth_regime,Uniform,0.9,123,0.9994445599441992,0.002044200897216797
synth_regime,Uniform,0.9,456,0.9988884239946586,0.002196073532104492
synth_regime,Threshold,0.1,42,0.6388425170825208,0.029592037200927734
synth_regime,Threshold,0.1,123,0.6291286862828545,0.030035972595214844
synth_regime,Threshold,0.1,456,0.6220606112156621,0.030356168746948242
synth_regime,Threshold,0.2,42,0.7559312029823597,0.030745983123779297
synth_regime,Threshold,0.2,123,0.7508472067755603,0.028855085372924805
synth_regime,Threshold,0.2,456,0.745978958661469,0.027413129806518555
synth_regime,Threshold,0.3,42,0.84287729365731,0.030495166778564453
synth_regime,Threshold,0.3,123,0.8415370966988841,0.03117084503173828
synth_regime,Threshold,0.3,456,0.8542218933932444,0.03187990188598633
synth_regime,Threshold,0.5,42,0.9782441362638916,0.030050039291381836
synth_regime,Threshold,0.5,123,0.9849842117624545,0.02875375747680664
synth_regime,Threshold,0.5,456,0.9777208234919679,0.02531290054321289
synth_regime,Threshold,0.7,42,0.9783197068826873,0.02533411979675293
synth_regime,Threshold,0.7,123,0.9916507471457267,0.025017976760864258
synth_regime,Threshold,0.7,456,0.9734192864712116,0.024532318115234375
synth_regime,Threshold,0.9,42,0.9783197068826873,0.024425029754638672
synth_regime,Threshold,0.9,123,0.9916507471457267,0.024737834930419922
synth_regime,Threshold,0.9,456,0.9734192864712116,0.024059057235717773
synth_regime,Variance,0.1,42,0.5985016089223811,0.019222021102905273
synth_regime,Variance,0.1,123,0.6098945117280374,0.020451068878173828
synth_regime,Variance,0.1,456,0.6031143153920618,0.02022409439086914
synth_regime,Variance,0.2,42,0.6901900737036291,0.020753860473632812
synth_regime,Variance,0.2,123,0.6855944503411322,0.023972749710083008
synth_regime,Variance,0.2,456,0.676250684127905,0.02330327033996582
synth_regime,Variance,0.3,42,0.7588257370716538,0.023469924926757812
synth_regime,Variance,0.3,123,0.7755253664901374,0.022269248962402344
synth_regime,Variance,0.3,456,0.7459512551765292,0.022142887115478516
synth_regime,Variance,0.5,42,0.8864261178151284,0.03645801544189453
synth_regime,Variance,0.5,123,0.8884714686940152,0.02447819709777832
synth_regime,Variance,0.5,456,0.864713415443743,0.023659706115722656
synth_regime,Variance,0.7,42,0.9637564201072683,0.022645950317382812
synth_regime,Variance,0.7,123,0.9755246167105964,0.02190113067626953
synth_regime,Variance,0.7,456,0.9666386568650911,0.022469758987426758
synth_regime,Variance,0.9,42,0.9983322851448222,0.022398948669433594
synth_regime,Variance,0.9,123,0.9988888888888889,0.02115917205810547
synth_regime,Variance,0.9,456,0.9988893499250855,0.020614147186279297
synth_regime,Random Dropout,0.1,42,0.8558982004266452,0.009269952774047852
synth_regime,Random Dropout,0.1,123,0.8297662780539402,0.009157896041870117
synth_regime,Random Dropout,0.1,456,0.8055064523753935,0.00922083854675293
synth_regime,Random Dropout,0.2,42,0.9342476177702395,0.008289098739624023
synth_regime,Random Dropout,0.2,123,0.9302460206721654,0.008559226989746094
synth_regime,Random Dropout,0.2,456,0.9181106793288556,0.008313179016113281
synth_regime,Random Dropout,0.3,42,0.9753581726564308,0.008259296417236328
synth_regime,Random Dropout,0.3,123,0.9624320032726326,0.008161067962646484
synth_regime,Random Dropout,0.3,456,0.9588395500549737,0.0077440738677978516
synth_regime,Random Dropout,0.5,42,0.9933220361658007,0.007941961288452148
synth_regime,Random Dropout,0.5,123,0.9809766282143717,0.007889032363891602
synth_regime,Random Dropout,0.5,456,0.9865966188455579,0.008383035659790039
synth_regime,Random Dropout,0.7,42,1.0,0.008478164672851562
synth_regime,Random Dropout,0.7,123,0.9994443284624365,0.008116960525512695
