dataset,method,protocol,budget,seed,fault_type,exact_fault_recall,binary_precision,binary_recall,binary_f1,binary_fpr,binary_specificity,binary_event_recall,binary_mean_detection_delay,binary_median_detection_delay,binary_false_alarm_events,binary_false_alarms_per_1000,binary_n_events,binary_detected_events,binary_missed_events
tep,Variance,method_retrained,0.5,123,9,0.1338877338877339,0.9967018469656992,0.6282744282744283,0.7707217546544249,0.05263157894736842,0.9473684210526315,1.0,4.8,1.0,4.0,1.6,5.0,5.0,0.0
tep,Variance,method_retrained,0.5,123,10,0.5413721413721414,0.9967978042086002,0.906029106029106,0.9492485297320845,0.07368421052631578,0.9263157894736842,1.0,6.4,1.0,3.0,1.2,5.0,5.0,0.0
tep,Variance,method_retrained,0.5,123,11,0.7234927234927235,0.9977885891198585,0.9380457380457381,0.9669952850407201,0.05263157894736842,0.9473684210526315,1.0,2.8,2.0,3.0,1.2,5.0,5.0,0.0
tep,Variance,method_retrained,0.5,123,12,0.7496881496881497,0.9957788096243141,0.9808731808731809,0.9882697947214076,0.10526315789473684,0.8947368421052632,1.0,5.2,3.0,4.0,1.6,5.0,5.0,0.0
tep,Variance,method_retrained,0.5,123,13,0.7051975051975052,0.9991353220925205,0.9609147609147609,0.9796523950826621,0.021052631578947368,0.9789473684210527,1.0,3.4,2.0,2.0,0.8,5.0,5.0,0.0
tep,Variance,method_retrained,0.5,123,14,0.9534303534303534,0.997919267582189,0.9970893970893971,0.997504159733777,0.05263157894736842,0.9473684210526315,1.0,1.4,1.0,3.0,1.2,5.0,5.0,0.0
tep,Variance,method_retrained,0.5,123,15,0.13014553014553015,0.9955242966751918,0.6474012474012474,0.7845804988662132,0.07368421052631578,0.9263157894736842,1.0,6.6,1.0,4.0,1.6,5.0,5.0,0.0
tep,Variance,method_retrained,0.5,123,16,0.3700623700623701,0.995136186770428,0.8507276507276508,0.9172831203765972,0.10526315789473684,0.8947368421052632,1.0,6.4,3.0,6.0,2.4,5.0,5.0,0.0
tep,Variance,method_retrained,0.5,123,17,0.8286902286902287,0.9973799126637555,0.9496881496881497,0.9729499467518636,0.06315789473684211,0.9368421052631579,1.0,4.0,0.0,5.0,2.0,5.0,5.0,0.0
tep,Variance,method_retrained,0.5,123,18,0.814968814968815,0.9956178790534619,0.9446985446985448,0.9694900789417538,0.10526315789473684,0.8947368421052632,1.0,2.2,0.0,6.0,2.4,5.0,5.0,0.0
tep,Variance,method_retrained,0.5,123,19,0.5376299376299376,0.9966216216216216,0.8586278586278586,0.9224927406745589,0.07368421052631578,0.9263157894736842,1.0,1.6,1.0,4.0,1.6,5.0,5.0,0.0
tep,Variance,method_retrained,0.5,123,20,0.6523908523908524,0.9937679769894535,0.861954261954262,0.9231796927187709,0.1368421052631579,0.8631578947368421,1.0,5.0,2.0,5.0,2.0,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,1,0.9808731808731809,0.9824346405228758,1.0,0.9911395013393777,0.45263157894736844,0.5473684210526316,1.0,0.0,0.0,12.0,4.8,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,2,0.9696465696465697,0.9823770491803279,0.9966735966735967,0.9894736842105263,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,12.0,4.8,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,3,0.07650727650727651,0.9804444444444445,0.9172557172557173,0.947798066595059,0.4631578947368421,0.5368421052631579,1.0,0.6,0.0,13.0,5.2,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,4,0.9555093555093556,0.9820334830543079,1.0,0.9909353110836424,0.4631578947368421,0.5368421052631579,1.0,0.0,0.0,10.0,4.0,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,5,0.8278586278586278,0.9859678085018572,0.9933471933471933,0.9896437448218725,0.35789473684210527,0.6421052631578947,1.0,0.0,0.0,14.0,5.6,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,6,0.995010395010395,0.9824130879345603,0.9987525987525988,0.9905154639175258,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,15.0,6.0,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,7,0.9945945945945946,0.9840425531914894,1.0,0.9919571045576407,0.4105263157894737,0.5894736842105263,1.0,0.0,0.0,14.0,5.6,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,8,0.8261954261954262,0.9819078947368421,0.992931392931393,0.9873888774033491,0.4631578947368421,0.5368421052631579,1.0,0.0,0.0,14.0,5.6,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,9,0.13222453222453223,0.982174688057041,0.9164241164241165,0.9481608948160895,0.42105263157894735,0.5789473684210527,1.0,0.2,0.0,14.0,5.6,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,10,0.6345114345114345,0.9814356435643564,0.9891891891891892,0.9852971629737005,0.47368421052631576,0.5263157894736842,1.0,0.2,0.0,16.0,6.4,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,11,0.7301455301455302,0.9862097785206854,0.9812889812889813,0.9837432263443101,0.3473684210526316,0.6526315789473685,1.0,0.2,0.0,9.0,3.6,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,12,0.7351351351351352,0.9831691297208539,0.9958419958419958,0.9894649865730221,0.43157894736842106,0.5684210526315789,1.0,0.0,0.0,14.0,5.6,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,13,0.7276507276507277,0.9842258198422582,0.9858627858627859,0.9850436227669298,0.4,0.6,1.0,0.4,0.0,13.0,5.2,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,14,0.9380457380457381,0.9848360655737705,0.9991683991683992,0.9919504643962849,0.3894736842105263,0.6105263157894737,1.0,0.2,0.0,13.0,5.2,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,15,0.1787941787941788,0.9807520143240823,0.911018711018711,0.9446001293382195,0.45263157894736844,0.5473684210526316,1.0,0.0,0.0,13.0,5.2,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,16,0.5455301455301456,0.9815899581589959,0.9754677754677755,0.97851929092805,0.4631578947368421,0.5368421052631579,1.0,0.2,0.0,17.0,6.8,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,17,0.8128898128898129,0.985,0.982952182952183,0.9839750260145682,0.37894736842105264,0.6210526315789474,1.0,0.0,0.0,11.0,4.4,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,18,0.824948024948025,0.9850498338870431,0.9862785862785863,0.9856638271348431,0.37894736842105264,0.6210526315789474,1.0,0.2,0.0,10.0,4.0,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,19,0.6503118503118503,0.982098251457119,0.9808731808731809,0.9814853338880799,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,10.0,4.0,5.0,5.0,0.0
tep,Variance,fixed_full_data,0.5,123,20,0.6935550935550936,0.9857561793045664,0.9783783783783784,0.9820534223706177,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,11.0,4.4,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,1,0.9812889812889813,0.9974968710888611,0.9941787941787942,0.9958350687213661,0.06315789473684211,0.9368421052631579,1.0,1.8,2.0,5.0,2.0,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,2,0.9696465696465697,0.9953606073386757,0.9812889812889813,0.9882747068676717,0.11578947368421053,0.8842105263157894,1.0,6.8,8.0,7.0,2.8,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,3,0.1051975051975052,0.9972375690607734,0.6004158004158004,0.7495458084609395,0.042105263157894736,0.9578947368421052,1.0,7.8,3.0,1.0,0.4,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,4,0.9380457380457381,0.9970288624787776,0.9767151767151767,0.9867674858223062,0.07368421052631578,0.9263157894736842,1.0,1.2,1.0,2.0,0.8,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,5,0.6174636174636174,0.9968985378821444,0.9355509355509356,0.9652509652509652,0.07368421052631578,0.9263157894736842,1.0,0.8,0.0,2.0,0.8,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,6,0.9945945945945946,0.9975051975051975,0.9975051975051975,0.9975051975051975,0.06315789473684211,0.9368421052631579,1.0,1.2,1.0,4.0,1.6,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,7,0.9937629937629938,0.9979218620116376,0.9983367983367983,0.9981292870505093,0.05263157894736842,0.9473684210526315,1.0,0.8,1.0,4.0,1.6,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,8,0.7147609147609147,0.9969982847341338,0.9667359667359667,0.9816339455351488,0.07368421052631578,0.9263157894736842,1.0,4.6,1.0,2.0,0.8,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,9,0.10810810810810811,0.995887594242632,0.6041580041580041,0.7520703933747412,0.06315789473684211,0.9368421052631579,1.0,7.8,7.0,3.0,1.2,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,10,0.3625779625779626,0.997228637413395,0.8977130977130977,0.9448577680525164,0.06315789473684211,0.9368421052631579,1.0,9.8,5.0,2.0,0.8,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,11,0.6698544698544698,0.9972813774354327,0.9151767151767152,0.9544666088464874,0.06315789473684211,0.9368421052631579,1.0,5.4,7.0,1.0,0.4,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,12,0.7388773388773389,0.9966144731273805,0.9792099792099792,0.9878355704697986,0.08421052631578947,0.9157894736842105,1.0,4.6,2.0,4.0,1.6,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,13,0.6378378378378379,0.9982502187226596,0.9488565488565489,0.972926881261991,0.042105263157894736,0.9578947368421052,1.0,9.6,12.0,3.0,1.2,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,14,0.9600831600831601,0.997919267582189,0.9970893970893971,0.997504159733777,0.05263157894736842,0.9473684210526315,1.0,1.2,1.0,2.0,0.8,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,15,0.10395010395010396,0.9971160778658976,0.575051975051975,0.7294303797468354,0.042105263157894736,0.9578947368421052,1.0,8.0,1.0,3.0,1.2,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,16,0.22536382536382538,0.9956686518678939,0.7646569646569646,0.8650047036688617,0.08421052631578947,0.9157894736842105,1.0,9.0,7.0,4.0,1.6,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,17,0.720997920997921,0.9982118909253465,0.9284823284823285,0.9620853080568721,0.042105263157894736,0.9578947368421052,1.0,7.6,2.0,2.0,0.8,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,18,0.7688149688149688,0.9963849977406236,0.9168399168399168,0.9549588566478995,0.08421052631578947,0.9157894736842105,1.0,8.8,1.0,3.0,1.2,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,19,0.5122661122661123,0.9964947421131698,0.8274428274428275,0.9041344843253066,0.07368421052631578,0.9263157894736842,1.0,1.2,1.0,2.0,0.8,5.0,5.0,0.0
tep,Threshold,method_retrained,0.5,123,20,0.6923076923076923,0.996760758907913,0.8956340956340957,0.9434954007884363,0.07368421052631578,0.9263157894736842,1.0,8.2,6.0,2.0,0.8,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,1,0.9808731808731809,0.9824346405228758,1.0,0.9911395013393777,0.45263157894736844,0.5473684210526316,1.0,0.0,0.0,12.0,4.8,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,2,0.9696465696465697,0.9823770491803279,0.9966735966735967,0.9894736842105263,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,12.0,4.8,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,3,0.06153846153846154,0.9804096170970614,0.9155925155925156,0.9468931412599441,0.4631578947368421,0.5368421052631579,1.0,0.6,0.0,13.0,5.2,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,4,0.9484407484407484,0.9820334830543079,1.0,0.9909353110836424,0.4631578947368421,0.5368421052631579,1.0,0.0,0.0,10.0,4.0,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,5,0.8029106029106029,0.9860254829428688,0.9975051975051975,0.9917321207110377,0.35789473684210527,0.6421052631578947,1.0,0.0,0.0,14.0,5.6,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,6,0.995010395010395,0.9824130879345603,0.9987525987525988,0.9905154639175258,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,15.0,6.0,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,7,0.9937629937629938,0.9840425531914894,1.0,0.9919571045576407,0.4105263157894737,0.5894736842105263,1.0,0.0,0.0,14.0,5.6,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,8,0.834927234927235,0.9819153308672421,0.9933471933471933,0.9875981810665564,0.4631578947368421,0.5368421052631579,1.0,0.0,0.0,14.0,5.6,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,9,0.11268191268191269,0.9823321554770318,0.9247401247401248,0.9526665238809167,0.42105263157894735,0.5789473684210527,1.0,0.2,0.0,14.0,5.6,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,10,0.5833679833679833,0.9815043156596794,0.992931392931393,0.9871847871021083,0.47368421052631576,0.5263157894736842,1.0,0.2,0.0,16.0,6.4,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,11,0.7725571725571726,0.9862785862785863,0.9862785862785863,0.9862785862785863,0.3473684210526316,0.6526315789473685,1.0,0.2,0.0,9.0,3.6,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,12,0.6270270270270271,0.9831691297208539,0.9958419958419958,0.9894649865730221,0.43157894736842106,0.5684210526315789,1.0,0.0,0.0,14.0,5.6,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,13,0.7051975051975052,0.9842127129206482,0.985031185031185,0.984621778886118,0.4,0.6,1.0,0.4,0.0,13.0,5.2,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,14,0.8748440748440749,0.9848360655737705,0.9991683991683992,0.9919504643962849,0.3894736842105263,0.6105263157894737,1.0,0.2,0.0,13.0,5.2,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,15,0.14261954261954263,0.9810405643738977,0.9251559251559252,0.9522790498609031,0.45263157894736844,0.5473684210526316,1.0,0.0,0.0,13.0,5.2,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,16,0.42910602910602913,0.9816819317235637,0.9804573804573805,0.9810692739754525,0.4631578947368421,0.5368421052631579,1.0,0.2,0.0,17.0,6.8,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,17,0.6336798336798337,0.985,0.982952182952183,0.9839750260145682,0.37894736842105264,0.6210526315789474,1.0,0.0,0.0,11.0,4.4,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,18,0.7792099792099793,0.9850187265917603,0.9841995841995842,0.9846089850249584,0.37894736842105264,0.6210526315789474,1.0,0.2,0.0,10.0,4.0,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,19,0.6611226611226612,0.9821502698215027,0.9837837837837838,0.9829663481512256,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,10.0,4.0,5.0,5.0,0.0
tep,Threshold,fixed_full_data,0.5,123,20,0.7051975051975052,0.9857681038091252,0.9792099792099792,0.9824780976220275,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,11.0,4.4,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,1,0.98004158004158,0.9975020815986678,0.9962577962577963,0.9968795506552943,0.06315789473684211,0.9368421052631579,1.0,1.0,1.0,6.0,2.4,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,2,0.9696465696465697,0.9966301600673968,0.9837837837837838,0.9901653065494873,0.08421052631578947,0.9157894736842105,1.0,2.0,2.0,5.0,2.0,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,3,0.1501039501039501,0.9949238578680203,0.651975051975052,0.7877417734237628,0.08421052631578947,0.9157894736842105,1.0,4.0,1.0,6.0,2.4,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,4,0.9767151767151767,0.9962671090833679,0.9987525987525988,0.9975083056478405,0.09473684210526316,0.9052631578947369,1.0,0.6,0.0,4.0,1.6,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,5,0.7517671517671518,0.9951838879159369,0.9451143451143451,0.9695030923437833,0.11578947368421053,0.8842105263157894,1.0,1.2,1.0,5.0,2.0,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,6,0.9966735966735967,0.9966818747407714,0.9991683991683992,0.9979235880398671,0.08421052631578947,0.9157894736842105,1.0,0.2,0.0,4.0,1.6,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,7,0.9945945945945946,0.9970942299709423,0.9987525987525988,0.9979227253842958,0.07368421052631578,0.9263157894736842,1.0,0.6,1.0,1.0,0.4,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,8,0.8074844074844075,0.9961734693877551,0.9742203742203742,0.9850746268656716,0.09473684210526316,0.9052631578947369,1.0,4.2,1.0,2.0,0.8,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,9,0.158004158004158,0.9950279676817899,0.6656964656964657,0.7977080219232685,0.08421052631578947,0.9157894736842105,1.0,4.6,1.0,6.0,2.4,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,10,0.666943866943867,0.9964285714285714,0.9280665280665281,0.9610333692142088,0.08421052631578947,0.9157894736842105,1.0,2.0,2.0,6.0,2.4,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,11,0.6906444906444906,0.9964125560538116,0.923908523908524,0.9587918015102481,0.08421052631578947,0.9157894736842105,1.0,2.6,0.0,3.0,1.2,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,12,0.7792099792099793,0.9945561139028476,0.9875259875259875,0.9910285833507197,0.1368421052631579,0.8631578947368421,1.0,2.8,1.0,5.0,2.0,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,13,0.7106029106029106,0.9974226804123711,0.9654885654885655,0.9811958588633002,0.06315789473684211,0.9368421052631579,1.0,2.6,2.0,3.0,1.2,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,14,0.9596673596673597,0.9983354140657511,0.9975051975051975,0.9979201331114809,0.042105263157894736,0.9578947368421052,1.0,0.4,0.0,4.0,1.6,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,15,0.1496881496881497,0.9962001266624446,0.654054054054054,0.7896586345381527,0.06315789473684211,0.9368421052631579,1.0,4.2,1.0,4.0,1.6,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,16,0.5509355509355509,0.9954275262917238,0.9051975051975052,0.948170731707317,0.10526315789473684,0.8947368421052632,1.0,1.0,1.0,7.0,2.8,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,17,0.8245322245322245,0.9973730297723292,0.9471933471933472,0.9716357432288334,0.06315789473684211,0.9368421052631579,1.0,5.0,1.0,5.0,2.0,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,18,0.8374220374220375,0.9942806863176419,0.9397089397089398,0.9662248824283882,0.1368421052631579,0.8631578947368421,1.0,1.2,1.0,6.0,2.4,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,19,0.6141372141372141,0.9963133640552996,0.898960498960499,0.945136612021858,0.08421052631578947,0.9157894736842105,1.0,1.2,1.0,4.0,1.6,5.0,5.0,0.0
tep,Uniform,method_retrained,0.5,123,20,0.6515592515592515,0.9967213114754099,0.8848232848232849,0.9374449339207048,0.07368421052631578,0.9263157894736842,1.0,2.8,2.0,3.0,1.2,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,1,0.9808731808731809,0.9824346405228758,1.0,0.9911395013393777,0.45263157894736844,0.5473684210526316,1.0,0.0,0.0,12.0,4.8,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,2,0.9696465696465697,0.9823770491803279,0.9966735966735967,0.9894736842105263,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,12.0,4.8,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,3,0.11101871101871102,0.9797328420082911,0.8844074844074844,0.9296328671328671,0.4631578947368421,0.5368421052631579,1.0,0.6,0.0,13.0,5.2,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,4,0.9754677754677755,0.9820334830543079,1.0,0.9909353110836424,0.4631578947368421,0.5368421052631579,1.0,0.0,0.0,10.0,4.0,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,5,0.8598752598752599,0.9859329747621017,0.9908523908523909,0.9883865615927001,0.35789473684210527,0.6421052631578947,1.0,0.0,0.0,14.0,5.6,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,6,0.995010395010395,0.9824130879345603,0.9987525987525988,0.9905154639175258,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,15.0,6.0,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,7,0.9945945945945946,0.9840425531914894,1.0,0.9919571045576407,0.4105263157894737,0.5894736842105263,1.0,0.0,0.0,14.0,5.6,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,8,0.8153846153846154,0.9818930041152263,0.9920997920997922,0.9869700103412616,0.4631578947368421,0.5368421052631579,1.0,0.0,0.0,14.0,5.6,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,9,0.18960498960498962,0.9817434961204929,0.8943866943866944,0.9360313315926893,0.42105263157894735,0.5789473684210527,1.0,0.2,0.0,14.0,5.6,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,10,0.6760914760914761,0.9813587406793703,0.985031185031185,0.983191533513177,0.47368421052631576,0.5263157894736842,1.0,0.2,0.0,16.0,6.4,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,11,0.7264033264033264,0.9861635220125786,0.977962577962578,0.9820459290187892,0.3473684210526316,0.6526315789473685,1.0,0.2,0.0,9.0,3.6,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,12,0.7775467775467776,0.9831622176591376,0.9954261954261955,0.9892561983471074,0.43157894736842106,0.5684210526315789,1.0,0.0,0.0,14.0,5.6,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,13,0.7293139293139294,0.9842584921292461,0.987941787941788,0.9860967005602822,0.4,0.6,1.0,0.4,0.0,13.0,5.2,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,14,0.683991683991684,0.9848360655737705,0.9991683991683992,0.9919504643962849,0.3894736842105263,0.6105263157894737,1.0,0.2,0.0,13.0,5.2,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,15,0.23825363825363827,0.9804545454545455,0.8968814968814969,0.9368078175895765,0.45263157894736844,0.5473684210526316,1.0,0.0,0.0,13.0,5.2,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,16,0.5891891891891892,0.9814736842105263,0.9692307692307692,0.9753138075313807,0.4631578947368421,0.5368421052631579,1.0,0.2,0.0,17.0,6.8,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,17,0.8353430353430353,0.9849812265331664,0.9817047817047817,0.9833402748854644,0.37894736842105264,0.6210526315789474,1.0,0.0,0.0,11.0,4.4,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,18,0.8332640332640333,0.9850560398505604,0.9866943866943867,0.9858745326132115,0.37894736842105264,0.6210526315789474,1.0,0.2,0.0,10.0,4.0,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,19,0.664033264033264,0.9821502698215027,0.9837837837837838,0.9829663481512256,0.45263157894736844,0.5473684210526316,1.0,0.2,0.0,10.0,4.0,5.0,5.0,0.0
tep,Uniform,fixed_full_data,0.5,123,20,0.688981288981289,0.9856418918918919,0.9704781704781705,0.9780012570710245,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,11.0,4.4,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,1,0.9871101871101872,0.9860484201887567,0.9991683991683992,0.9925650557620818,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,2,0.9725571725571726,0.985996705107084,0.9954261954261955,0.9906890130353817,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,3,0.13721413721413722,0.9840972871842844,0.8748440748440749,0.9262601804974686,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,4,0.9775467775467775,0.9860541427399507,0.9995841995841996,0.9927730745405741,0.35789473684210527,0.6421052631578947,1.0,0.2,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,5,0.9130977130977131,0.9859851607584501,0.9945945945945946,0.9902711653901883,0.35789473684210527,0.6421052631578947,1.0,0.2,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,6,0.997920997920998,0.9860541427399507,0.9995841995841996,0.9927730745405741,0.35789473684210527,0.6421052631578947,1.0,0.2,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,7,0.997920997920998,0.9860541427399507,0.9995841995841996,0.9927730745405741,0.35789473684210527,0.6421052631578947,1.0,0.2,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,8,0.80997920997921,0.9858979676482788,0.9883575883575884,0.9871262458471761,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,9,0.23991683991683993,0.984089845577913,0.8744282744282744,0.9260237780713342,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,10,0.7214137214137214,0.9857621440536013,0.9787941787941788,0.9822658042979345,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,11,0.7363825363825364,0.9856842105263158,0.9733887733887734,0.9794979079497907,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,12,0.7970893970893971,0.9860197368421053,0.9970893970893971,0.991523671697333,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,13,0.7272349272349272,0.9858979676482788,0.9883575883575884,0.9871262458471761,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,14,0.9596673596673597,0.9860541427399507,0.9995841995841996,0.9927730745405741,0.35789473684210527,0.6421052631578947,1.0,0.2,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,15,0.30062370062370064,0.9838403041825095,0.8607068607068608,0.9181636726546906,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,9.0,3.6,5.0,5.0,0.0
tep,Full Data,method_retrained,1.0,123,16,0.6295218295218296,0.9855871131835523,0.9667359667359667,0.9760705289672544,0.35789473684210527,0.6421052631578947,1.0,0.4,0.0,9.0,3.6,5.0,5.0,0.0
