dataset,method,f1_mean,f1_std
TEP,PCA-Triage,0.9615788412005871,0.002203479106506594
TEP,Autoencoder,0.9211298404385108,0.002149900514737703
TEP,Variance,0.9490911119282606,0.001401578951586232
TEP,Uniform,0.9223999201966993,0.0016927656567616294
