dataset,method,budget,seed,f1,time
NASA_Bearing,Threshold,0.3,1024,0.6572032902467686,0.0027320384979248047
NASA_Bearing,Threshold,0.4,42,0.6905890589058905,0.0027718544006347656
NASA_Bearing,Threshold,0.4,123,0.7958962401632177,0.0027539730072021484
NASA_Bearing,Threshold,0.4,456,0.7140725732179038,0.002791881561279297
NASA_Bearing,Threshold,0.4,789,0.7288517441860466,0.002810955047607422
NASA_Bearing,Threshold,0.4,1024,0.7405092592592593,0.0027420520782470703
NASA_Bearing,Threshold,0.5,42,0.7384577707027641,0.002737283706665039
NASA_Bearing,Threshold,0.5,123,0.8644358644358645,0.0026869773864746094
NASA_Bearing,Threshold,0.5,456,0.8229452174216272,0.0026900768280029297
NASA_Bearing,Threshold,0.5,789,0.7912921380381055,0.002804994583129883
NASA_Bearing,Threshold,0.5,1024,0.8098656683549879,0.0027899742126464844
NASA_Bearing,Threshold,0.6,42,0.7521726034426979,0.0026998519897460938
NASA_Bearing,Threshold,0.6,123,0.8630574790567043,0.002780914306640625
NASA_Bearing,Threshold,0.6,456,0.8236815713939897,0.0026040077209472656
NASA_Bearing,Threshold,0.6,789,0.7911028730305838,0.0027399063110351562
NASA_Bearing,Threshold,0.6,1024,0.8197409350480523,0.002640962600708008
NASA_Bearing,Threshold,0.7,42,0.7521726034426979,0.002750873565673828
NASA_Bearing,Threshold,0.7,123,0.8630574790567043,0.0026891231536865234
NASA_Bearing,Threshold,0.7,456,0.8236815713939897,0.002599000930786133
NASA_Bearing,Threshold,0.7,789,0.7911028730305838,0.002666950225830078
NASA_Bearing,Threshold,0.7,1024,0.8197409350480523,0.002763032913208008
NASA_Bearing,Threshold,0.8,42,0.7521726034426979,0.002719879150390625
NASA_Bearing,Threshold,0.8,123,0.8630574790567043,0.0026340484619140625
NASA_Bearing,Threshold,0.8,456,0.8236815713939897,0.002714872360229492
NASA_Bearing,Threshold,0.8,789,0.7911028730305838,0.0026862621307373047
NASA_Bearing,Threshold,0.8,1024,0.8197409350480523,0.0028030872344970703
NASA_Bearing,Threshold,0.9,42,0.7521726034426979,0.002645730972290039
NASA_Bearing,Threshold,0.9,123,0.8630574790567043,0.0027282238006591797
NASA_Bearing,Threshold,0.9,456,0.8236815713939897,0.0027229785919189453
NASA_Bearing,Threshold,0.9,789,0.7911028730305838,0.0027921199798583984
NASA_Bearing,Threshold,0.9,1024,0.8197409350480523,0.0026857852935791016
NASA_Bearing,Variance,0.1,42,0.5690907461693058,0.0022711753845214844
NASA_Bearing,Variance,0.1,123,0.5743448211341231,0.00232696533203125
NASA_Bearing,Variance,0.1,456,0.5192884314164242,0.002359151840209961
NASA_Bearing,Variance,0.1,789,0.5625384490853165,0.0022668838500976562
NASA_Bearing,Variance,0.1,1024,0.5494078863594561,0.002379894256591797
NASA_Bearing,Variance,0.2,42,0.5689839572192513,0.002248048782348633
NASA_Bearing,Variance,0.2,123,0.5831662538821403,0.0023200511932373047
NASA_Bearing,Variance,0.2,456,0.5706545099316184,0.0024871826171875
NASA_Bearing,Variance,0.2,789,0.594884263761914,0.002177000045776367
NASA_Bearing,Variance,0.2,1024,0.6429999999999999,0.0023369789123535156
NASA_Bearing,Variance,0.3,42,0.6935011287765983,0.0023119449615478516
NASA_Bearing,Variance,0.3,123,0.7089744221576069,0.002318859100341797
NASA_Bearing,Variance,0.3,456,0.6768279813055933,0.002255678176879883
NASA_Bearing,Variance,0.3,789,0.6466117983342368,0.0022590160369873047
NASA_Bearing,Variance,0.3,1024,0.6502695763799743,0.002360105514526367
NASA_Bearing,Variance,0.4,42,0.7346041055718475,0.00232696533203125
NASA_Bearing,Variance,0.4,123,0.7336805555555556,0.0022940635681152344
NASA_Bearing,Variance,0.4,456,0.7214354066985647,0.002332925796508789
NASA_Bearing,Variance,0.4,789,0.7090116279069768,0.002274036407470703
NASA_Bearing,Variance,0.4,1024,0.7596771056214745,0.0022840499877929688
NASA_Bearing,Variance,0.5,42,0.8111690772725715,0.002377748489379883
NASA_Bearing,Variance,0.5,123,0.7844934917940012,0.0023169517517089844
NASA_Bearing,Variance,0.5,456,0.7503099711324593,0.0022308826446533203
NASA_Bearing,Variance,0.5,789,0.7478739002932552,0.002360105514526367
NASA_Bearing,Variance,0.5,1024,0.7720565149136578,0.002323150634765625
NASA_Bearing,Variance,0.6,42,0.8022546806843562,0.00243377685546875
NASA_Bearing,Variance,0.6,123,0.8133812485822418,0.002451181411743164
NASA_Bearing,Variance,0.6,456,0.7871999999999999,0.0023391246795654297
NASA_Bearing,Variance,0.6,789,0.7987256371814093,0.002382040023803711
NASA_Bearing,Variance,0.6,1024,0.7971490880736851,0.0025472640991210938
NASA_Bearing,Variance,0.7,42,0.8717807959869386,0.0023827552795410156
NASA_Bearing,Variance,0.7,123,0.8556224263541337,0.0023949146270751953
NASA_Bearing,Variance,0.7,456,0.832271364317841,0.0024318695068359375
NASA_Bearing,Variance,0.7,789,0.829879808528147,0.002384185791015625
NASA_Bearing,Variance,0.7,1024,0.8612054097132186,0.0023620128631591797
NASA_Bearing,Variance,0.8,42,0.9024447086241599,0.0024399757385253906
NASA_Bearing,Variance,0.8,123,0.9091726597535281,0.002351045608520508
NASA_Bearing,Variance,0.8,456,0.9024447086241599,0.0024390220642089844
NASA_Bearing,Variance,0.8,789,0.8893966858065044,0.0023500919342041016
NASA_Bearing,Variance,0.8,1024,0.9028031481329887,0.0024161338806152344
NASA_Bearing,Variance,0.9,42,0.9395064629847238,0.0023691654205322266
NASA_Bearing,Variance,0.9,123,0.91262044653349,0.002357006072998047
NASA_Bearing,Variance,0.9,456,0.9230428446517052,0.0023543834686279297
NASA_Bearing,Variance,0.9,789,0.9263275886226705,0.0023429393768310547
NASA_Bearing,Variance,0.9,1024,0.8964396554730272,0.0023589134216308594
NASA_Bearing,Random Dropout,0.1,42,0.5469199126504495,0.0010199546813964844
NASA_Bearing,Random Dropout,0.1,123,0.6003080872913992,0.0010421276092529297
NASA_Bearing,Random Dropout,0.1,456,0.5093416927899687,0.0010120868682861328
NASA_Bearing,Random Dropout,0.1,789,0.5396705586350591,0.00101470947265625
NASA_Bearing,Random Dropout,0.1,1024,0.49430103167094663,0.0009980201721191406
NASA_Bearing,Random Dropout,0.2,42,0.7521642863616941,0.0010402202606201172
NASA_Bearing,Random Dropout,0.2,123,0.6842111762889781,0.0010192394256591797
NASA_Bearing,Random Dropout,0.2,456,0.7703703703703704,0.0010287761688232422
NASA_Bearing,Random Dropout,0.2,789,0.7182451028007122,0.0009710788726806641
NASA_Bearing,Random Dropout,0.2,1024,0.6523862102809471,0.0009970664978027344
NASA_Bearing,Random Dropout,0.3,42,0.7827647563332865,0.0009980201721191406
NASA_Bearing,Random Dropout,0.3,123,0.7813769682000618,0.001007080078125
NASA_Bearing,Random Dropout,0.3,456,0.8211782102532613,0.0010139942169189453
NASA_Bearing,Random Dropout,0.3,789,0.7876115198967626,0.001024007797241211
NASA_Bearing,Random Dropout,0.3,1024,0.7441176470588234,0.0010039806365966797
NASA_Bearing,Random Dropout,0.4,42,0.8521595048672621,0.0010788440704345703
NASA_Bearing,Random Dropout,0.4,123,0.8489398949620697,0.001051187515258789
NASA_Bearing,Random Dropout,0.4,456,0.8738337885478458,0.0010068416595458984
NASA_Bearing,Random Dropout,0.4,789,0.8517186945508389,0.0010209083557128906
NASA_Bearing,Random Dropout,0.4,1024,0.8594388033628125,0.001043081283569336
NASA_Bearing,Random Dropout,0.5,42,0.8659121090656563,0.001046895980834961
NASA_Bearing,Random Dropout,0.5,123,0.8581775270125752,0.0010540485382080078
NASA_Bearing,Random Dropout,0.5,456,0.9024447086241599,0.0009720325469970703
NASA_Bearing,Random Dropout,0.5,789,0.9294900221729491,0.0010111331939697266
NASA_Bearing,Random Dropout,0.5,1024,0.8877575234602525,0.0010111331939697266
NASA_Bearing,Random Dropout,0.6,42,0.8904459832453635,0.0010230541229248047
NASA_Bearing,Random Dropout,0.6,123,0.9046447956193862,0.0009708404541015625
NASA_Bearing,Random Dropout,0.6,456,0.8987743126212674,0.001007080078125
NASA_Bearing,Random Dropout,0.6,789,0.92619940029985,0.000988006591796875
NASA_Bearing,Random Dropout,0.6,1024,0.9043981481481482,0.0009999275207519531
NASA_Bearing,Random Dropout,0.7,42,0.935956821107581,0.001093149185180664
NASA_Bearing,Random Dropout,0.7,123,0.9323708206686929,0.0009388923645019531
NASA_Bearing,Random Dropout,0.7,456,0.9494395956112484,0.0009472370147705078
NASA_Bearing,Random Dropout,0.7,789,0.9395064629847238,0.0009770393371582031
NASA_Bearing,Random Dropout,0.7,1024,0.9296160727859573,0.0010089874267578125
NASA_Bearing,Random Dropout,0.8,42,0.953117556396245,0.0010323524475097656
NASA_Bearing,Random Dropout,0.8,123,0.9393887945670629,0.000982046127319336
NASA_Bearing,Random Dropout,0.8,456,0.9426982083594146,0.0009427070617675781
NASA_Bearing,Random Dropout,0.8,789,0.9429204941400062,0.0009601116180419922
NASA_Bearing,Random Dropout,0.8,1024,0.9362052581564778,0.0009462833404541016
NASA_Bearing,Random Dropout,0.9,42,0.9497257662756838,0.0010287761688232422
NASA_Bearing,Random Dropout,0.9,123,0.9323708206686929,0.0010318756103515625
NASA_Bearing,Random Dropout,0.9,456,0.9530359820089955,0.0010251998901367188
NASA_Bearing,Random Dropout,0.9,789,0.9496357301235351,0.0009989738464355469
NASA_Bearing,Random Dropout,0.9,1024,0.9426982083594146,0.0010120868682861328
NASA_Bearing,Mutual Info,0.1,42,0.5648127449454576,0.016913890838623047
NASA_Bearing,Mutual Info,0.1,123,0.5032205462698737,0.015378236770629883
NASA_Bearing,Mutual Info,0.1,456,0.5699530516431924,0.015202045440673828
NASA_Bearing,Mutual Info,0.1,789,0.5634386193422337,0.015519142150878906
NASA_Bearing,Mutual Info,0.1,1024,0.5253968253968254,0.015291929244995117
NASA_Bearing,Mutual Info,0.2,42,0.5821848739495799,0.01546788215637207
NASA_Bearing,Mutual Info,0.2,123,0.5866666666666667,0.015462875366210938
NASA_Bearing,Mutual Info,0.2,456,0.5651983584131327,0.01551508903503418
NASA_Bearing,Mutual Info,0.2,789,0.6417792262351848,0.015264034271240234
NASA_Bearing,Mutual Info,0.2,1024,0.6275922648979644,0.015604972839355469
